"No","회계연도","지역명","자치단체코드","자치단체명","행사축제명","사업내용","총비용","사업수익","순원가","개최시작일자","개최종료일자"
"1","2023","서울","1100000","서울본청","서울 뮤직페스티벌","노들섬(잔디마당, 노들스쉐어, 리이브하우스 등) 온,오프라인 병행방법으로 K-POP 공연, 서울의 라이프스타일 체험 프로그램 등 진행","1062000000","0","1062000000","20230922","20230924"
"2","2023","서울","1100000","서울본청","왕궁수문장 교대의식 재현","왕궁수문장 교대의식(궁성문 수위의식, 행렬, 교대의식, 순라의식) 재현과 관광객 대상 전통복식 체험 프로그램 등 운영","2084991620","0","2084991620","20230201","20231231"
"3","2023","서울","1100000","서울본청","남산 봉수의식 등 전통문화 재현행사","남산 봉수대 및 팔각정 앞, 보신각 일원에서 전통문화행사 재현 및 시민 체험행사 진행(1일 1회)","624900000","0","624900000","20230201","20231231"
"4","2023","서울","1100000","서울본청","제야의 종 타종행사","우리나라 대표 새해맞이 행사로 제야의 종 타종행사(공연 및 타종행사, 신년 메시지 둥) 진행","2409239000","0","2409239000","20231231","20240101"
"5","2023","서울","1100000","서울본청","문화가 흐르는 예술마당","광화문광장(세종문화회관 중앙계단 앞), 노들섬 잔디마당에서 클래식, 국악, 재즈 등 다양한 장르의 수준 높은 무료공연 진행","1500000000","0","1500000000","20230401","20231231"
"6","2023","서울","1100000","서울본청","서울정원박람회","작가·시민참여 정원 조성 및 전시, 컨퍼런스, 정원산업전, 정원문화 프로그램 등 진행","1392508960","0","1392508960","20231006","20231115"
"7","2023","서울","1100000","서울본청","서울거리공연 구석구석라이브 운영","한강 및 지천, 관광명소, 전통시장 등 서울시 내 야외거리 50개소에서 연중 61개 개별 공연프로그램 진행","1350000000","0","1350000000","20230304","20231231"
"8","2023","서울","1100000","서울본청","한강페스티벌","'일년 내내 매력있는 핫 플레이스 한강' 주제로 계절별(봄, 여름, 가을, 겨울) 다양한 축제 프로그램 운영","760000000","0","760000000","20230505","20231231"
"9","2023","서울","1100000","서울본청","정조대왕 능행차 재현 행사","1795년(을묘년) 정조대왕 능행차(구간 : 창덕궁~시흥행궁~연무대~융릉, 약 59.2km) 재현과
창덕궁 출궁의식, 미음다반, 정재공연 등 전통문화 공연, 전시 및 체험 프로그램 등 진행","628764120","0","628764120","20231007","20231008"
"10","2023","서울","1100000","서울본청","한강달빛 야시장","푸드 및 수공예품 판매, 포토존, 종합안내소 설치 및 운영 등
* 참여 상인 : 반포 85팀(푸드40, 수공예품45), 여의도 90팀(푸트40, 수공예품50)","1724702448","0","1724702448","20230507","20231022"
"11","2023","서울","1100000","서울본청","Try Everything 2023","스타트업 전문 프로그램 67개(본 행사 40개, 공동 협력 27개) 
 - 스타트업 IR 피칭, 창업생태계 정책 토론, 강연·세미나, 네트워킹 등 
 - 전시/홍보: 100부스(스타트업 전시 86부스, 콜라보레이션관 8부스, F&B 4부스)","2015371000","0","2015371000","20230913","20230915"
"12","2023","서울","1100000","서울본청","책읽는 한강공원(상, 하반기)","뚝섬한강공원 자벌레 잔디미당(6월) : 빈백, 북트럭 등 활용 ‘책 읽는 존’ 시범 운영
여의도한강공원(10월) : 문화․예술 콘텐츠, 북 큐레이션 등 가미한 ‘책읽는 한강공원’ 개최","527900000","0","527900000","20230617","20231028"
"13","2023","서울","1100000","서울본청","2023년 서울패션위크(춘계 및 추계) 행사","국내 유명 브랜드(의류, 패션잡화) 대상 온오프라인 수주 박람회를 개최하여 참가브랜드의 해외진출 지원","6425541710","0","6425541710","20220401","20231031"
"14","2023","서울","1100000","서울본청","서울도시건축비엔날레","비엔날레 주제 및 전시 내용 소개, 비엔날레 상 선포, 학술 행사, 시민참여 프로그램 등 진행","6137373179","0","6137373179","20230901","20231029"
"15","2023","서울","1100000","서울본청","서울라이트 광화문 빛축제 ","서울라이트 광화문 빛 축제 개최, 광화문 광장 미디아파사드 쇼, 체험형 콘텐츠 등 프로그램 진행","3670000000","0","3670000000","20231215","20240121"
"16","2023","서울","1100000","서울본청","책 읽는 서울광장(상·하반기) 개최","서울도서관 열람실을 공간적으로 확장하여 야외(서울광장) 도서관 운영","2912000000","0","2912000000","20230423","20231112"
"17","2023","서울","1100000","서울본청","차 없는 잠수교 뚜벅뚜벅 축제","플리마켓, 푸드트럭, 구석구석 라이브, 책읽는 잠수교, 브릿지 플라워, 선셋 포토존, 멍 때리기 대회(9.18) 등 진행","1337011000","0","1337011000","20230507","20231112"
"18","2023","서울","1100000","서울본청","서울라이트 한강 빛섬축제","빛섬3L(레이저아트 전시 Laser art, 라이트 런 행사 Light run, 빛섬렉처 퍼포먼스 Lecture), 연계프로그램 진행
(장소 : 서래섬, 세빛섬을 포함한 반포 한강공원 일대 및 잠수교 일대)","1427250000","0","1427250000","20231006","20231015"
"19","2023","서울","1100000","서울본청","2023년 잠수교『찐』플리마켓 행사","시민 참여형 재사용 물품·친환경 제품·수공예품 플리마켓 운영
자원순환·탄소중립 등 환경관련 교육·체험 활동 부스 운영 등 진행","536553000","0","536553000","20230507","20231112"
"20","2023","서울","1111000","서울종로구","종로 한복축제","종로한복길 운영, 전통공연과 함께하는 한복패션쇼, 한복뽐내기대회 등","346824860","0","346824860","20231020","20231022"
"21","2023","서울","1111000","서울종로구","문화재 야행","청와대 및 서촌일대 문화재 야행 프로그램 실시","875000000","0","875000000","20231006","20231014"
"22","2023","서울","1112000","서울중구","문화재야행","정동지역 역사 문화시설 야간개방을 통한 역사문화체험
2023.10.13~14일","460386400","188482900","271903500","20231013","20231014"
"23","2023","서울","1113000","서울용산구","용산구 책축제","체험부스 운영 및 전시, 도서교환전, 축하공연, 가족영화 상영 등","351961110","0","351961110","20230916","20230916"
"24","2023","서울","1114000","서울성동구","성동문화마당","- 개최장소: 소월아트홀, 성수아트홀 
- 공연횟수: 13회
- 장        르: 오페라 2회, 콘서트 11회
- 개최내용: 작품성 다양성 대중성 있는 공연유치로 구민의 문화향유기회 확대와 삶의 질 향상","350000000","0","350000000","20230101","20231231"
"25","2023","서울","1116000","서울동대문구","경동시장 푸드트럭 축제","- 경동시장 신관(청년몰) 옥상에서 푸드트럭 운영 및 무대공연 개최 등
- 총 22일 운영 / 매주 금, 토, 일 18:00 ~ 24:00 운영(우천 시 미운영)","400000000","400000000","0","20231027","20231231"
"26","2023","서울","1121000","서울노원구","댄싱노원","댄싱퍼레이드, 댄싱패션쇼, B-ON-TOP, 브랜드페어, 체험존 운영 등","808397489","0","808397489","20231007","20231008"
"27","2023","서울","1121000","서울노원구","노원달빛산책","당현3교~수학문화관 2km구간에서 예술등(燈), 빛조각 42작품 150여점 작품 전시 등","621751000","0","621751000","20231013","20231105"
"28","2023","서울","1122000","서울은평구","불광천 벚꽃축제","축하공연, 은평가족 벚꽃길 걷기, 생활문화예술동아리한마당 등","302000000","70000000","232000000","20230402","20230408"
"29","2023","서울","1124000","서울마포구","마포나루 새우젓축제","음악회, 새우젓특산물 판매, 걷기대회, 문화행사 등","606931000","110000000","496931000","20231020","20231022"
"30","2023","서울","1126000","서울강서구","허준 축제","ㅇ사전프로그램 : 사전 길놀이, 허준테마등 점등, 거리예술존 등
ㅇ주제프로그램 : 허준주제관, 동의보감관, 혜민관, 미라클메디특구관, 약초저잣거리 체험관 등
ㅇ무대프로그램 : 허준콘서트, 전국허준가요제, 강서예술인 마당 등","463187000","0","463187000","20231014","20231015"
"31","2023","서울","1127000","서울구로구","구로문화 축제","행사장소 : 안양천
행사내용 : 주민자치프로그램 발표회, 대중음악 공연, 안양천 빛축제, 어린이 문화 체험 등","580000000","0","580000000","20231006","20231008"
"32","2023","서울","1129000","서울영등포구","영등포 여의도 봄꽃축제","제17회 영등포 여의도 봄꽃축제
일정 : 2023. 4. 4.(화) ~ 4. 10.(월)
장소 : 여의서로 벚꽃길 및 한강둔치 국회축구장 메인행사장 등
참여인원 : 6,000명
방문객 : 210만명","398907000","90000000","308907000","20230404","20230410"
"33","2023","서울","1131000","서울관악구","관악강감찬축제","강감찬장군의 호국정신과 위업을 기리는 관악구와 서울시민이 함께 즐길 수 있는 역사문화축제","570000000","110000000","460000000","20231013","20231015"
"34","2023","서울","1132000","서울서초구","서초구민체육대회","서초구민체육대회 개최","352800000","0","352800000","20230429","20230429"
"35","2023","서울","1132000","서울서초구","서초금요음악회","오케스트라, 재즈, 오페라, 국악 등 다양한 장르의 수준 높은 금요음악회 개최","512368000","0","512368000","20230101","20231231"
"36","2023","서울","1132000","서울서초구","서리풀페스티벌","문화벨트 중심인 음악축제거리(반포대로 약 900m구간)에서 펼쳐지는 서초구 대표 음악축제","1074994000","0","1074994000","20230916","20230917"
"37","2023","서울","1132000","서울서초구","봄밤의 클래식 축제","내집앞에서 어린이부터 어르신까지 쉽게 즐길 수 있는 클래식 축제","377474000","0","377474000","20230422","20230423"
"38","2023","서울","1133000","서울강남구","국제평화마라톤","참가비 전액을 기부하는 마라톤(풀코스, 하프코스, 10km, 5km) 및 다양한 부대행사 진행","392032420","0","392032420","20231009","20231009"
"39","2023","서울","1133000","서울강남구","강남구민체육대회","강남구민 누구나 참여하여 소통하고 화합하며 즐길 수 있는 강남구민화합축제 개최","454004240","0","454004240","20230513","20230513"
"40","2023","서울","1133000","서울강남구","강남페스티벌","○ 기간 : 2023. 10. 5.(목) ~ 10. 9.(월)  [5일간]
○ 장소 : 코엑스, 영동대로, 마루공원 등 
○ 프로그램 : 강남의 대표 문화관광 자원을 집대성한 총 6개 프로그램 
   - 개막제, 강남 패션 페스타, 마루공원 그린콘서트, 영동대로 K-POP 콘서트, 국제평화 마라톤대회, 미식여행과 함께하는 K-컬처 스테이지 
○ 추진실적
   - 관람객수 : 총 635,383명 (현장 : 56,894명, 온라인 : 578,489명)
   - 방    송 : SBS 모닝와이드, K-POP 콘서트 KBS 2TV, KBS 월드 녹화중계
   - 신    문 : 연합뉴스, 아시아경제 등 국내 468건 보도, 해외 423건 보도
   - 수    상 : 「2024년 제12회 대한민국 축제 콘텐츠 대상」축제 콘텐츠 부문 ‘대상’","2558546928","70000000","2488546928","20231005","20231009"
"41","2023","서울","1133000","서울강남구","365일FUN&FUN강남","강남역, 코엑스, 논현가구리, 압구정로데오 등 주요 관광명소에서 다채로운 거리공연 개최
도심 속 콘서트, 댄스경연, 랜덤플레이댄스, 거리 버스킹 등 4개 프로그램 총 10회 추진","341349400","0","341349400","20230525","20231031"
"42","2023","서울","1133000","서울강남구","강남 디자인위크","  ○ 기  간 : 2023. 5. 26(금)∼5.30(화)(5일간) 11:00∼20:00
  ○ 장  소 : 논현가구거리 일대(학동역∼논현역)
  ○ 소요예산 : 금328,000천원(서울시 지역축제 지원금 3,000만원 포함)  
  ○ 규  모 : 논현가구거리내 100여개 기업 참여(건축자재, 인테리어, 갤러리 등)
  ○프로그램 : 주제관 전시회, 디자인마켓, 증강현실아트워크, 아트콜라보   레이션 등 다채롭고 풍성한 관광문화콘텐츠 제공 
    ※ 한국-스위스수교 60주년 기념 스위스특별전시관 운영 (주제관1층)
    ※ 논현가구거리 중심지역 1주제관 및 학동역 인근 2주제관 동시 운영
    ※ 제1주제관 및 구청 제1별관 옥상내 아티스트 조형물 설치
  ○ 관람인원 : 5일간 예상인원 6만명
  ○개막식
    - 일  시 : 2023.5.26.(금) 14:00, 강남디자인위크 주제관 앞
    - 참  석 : 구청장, 국회의원, 시의원, 구의원, 주한스위스대사관 부대사 등 
    - 내  용 : 내빈 축사, 테이프커팅식, 주제관전시회 관람, 행사장 라운딩 등","329050000","30000000","299050000","20230526","20230530"
"43","2023","서울","1133000","서울강남구","강남 마이스 관광특구 활성화","1. G-컬처 페스타 
 - 기      간 : 2023. 9. 6. ~ 9. 9. (키아프 프리즈 개최 기간 중 4일)
 - 장      소 : 강남 마이스 관광특구 내 
 - 대      상 : 주민 및 국내외 관광객
 - 주요내용 : 재즈 페스타, G컬처 전시관 운영, 아트 앤 시티 라운지 운영, 해외 관람객 대상 관광투어 진행

2. 미식여행 및 K 컬처 스테이지 
 - 기      간 : 2023. 10. 5. ~ 10. 9. (강남 페스티벌 기간 중 5일)
 - 장      소 : 강남 마이스 관광특구 내 
 - 대      상 : 주민 및 국내외 관광객
 - 주요내용 : 미식여행 (국내외 다양한 음식으로 구성된 푸드존 운영) 및 K-컬처 스테이지(다양한 음악 공연과 영화상영 이벤트) 진행
","711350000","0","711350000","20230906","20231009"
"44","2023","서울","1133000","서울강남구","강남뮤직페스티벌 콘서트 개최","온오프라인 K-POP 공연, 현장팬미팅, 유튜브 등 중계","462550000","70000000","392550000","20230505","20230507"
"45","2023","서울","1134000","서울송파구","서울놀이마당 상설전통공연","판소리, 전통무용, 타악, 민요, 탈춤 등 전통민속공연","411613869","0","411613869","20230101","20231231"
"46","2023","서울","1134000","서울송파구","한성백제문화제","장      소: 올림픽공원 평화의 광장 일원
프로그램: 개*폐막식, 한성문화콘서트,  체험프로그램, 먹거리장터, 경관조명 등","1256519000","85000000","1171519000","20230922","20230924"
"47","2023","서울","1134000","서울송파구","송파구민 체육대회","식전공연 및 개회식, 경기진행(동대항 4종목, 권역별 2종목), 시상 및 폐회식 ","386482400","0","386482400","20230511","20230511"
"48","2023","서울","1134000","서울송파구","호수의 가을과 겨울 그리고 루미나리에","○ 축제명: 호수의 가을과 겨울 그리고 루미나리에
○ 기    간: 2023.10.27. ~ 2024.2.29.
○ 장    소: 석촌호수 일대 
○ 내    용: 경관조명 전시, 문화공연, 체험프로그램, 플리마켓 등 
","384218010","190000000","194218010","20231027","20240229"
"49","2023","부산","2600000","부산본청","부산건축제 운영","1. 사업내용
1) 기획·전시사업 
 ○‘Busan Style – Busan Architecture and Lifestyle’기획주제 선정 및 각 단위사업 연계
 ○ 2023 부산국제건축제
  - 9.20-9.24(5일간), 부산 BEXCO 제1전시장 2B홀 개최, 4만2천여명 관람
  - 주제전‘Busan Style’5섹터, 특별전 2섹터. 참여전 16섹터(23개섹터 운영)
  - 학술강연 13회, 시민이벤트 30회 이상 운영 
 2) 대외홍보사업
 ○ 2023 부산국제건축디자인워크숍 : 온라인개최, 8개국 19개팀 67명 참가
 ○ 부산공간포럼 : 9월/11월, 연 2회 개최
 ○ 건축탐방 : 건축문화해설사 교육 5회, 정기 도보건축투어 185회 운영 1,264명 참가,
              부산다운건축상 수상작 기록화 1건 
 ○ 시민영상공모 :‘나의 핫플레이스 어때?’ 부산감성 – B Style 주제, 88개팀 수상
 ○ 온/오프라인 홍보 : 유튜브 영상콘텐츠 5편, 온라인 뉴스레터 5회, e-book 3편 게재 
 3) 사회공헌사업
 ○ HOPE with HUG프로젝트 : 소규모 노후 공공시설 5개소 개보수
 ○ 허그(HUG)스테이션 : 부산시내(부산진구) 건축가 설계 버스정류장 2개소 설치 예정

2. 효과
○ 국내외 유관 기관 및 단체의 광범위한 참여와 협력주도하여 국제전시 개최  
  • 주제전으로 유럽의 대표적 항만도시 하펜시티와 동북아 해양수도의 관문으로서의 부산 북항의 미래상을 제시하는 국제항만도시 특별전, 부산시민의 일상과 함께하는 카페 건축전, 부산 건축인의 창의성을 드러내고자 하였던 부산의 젊은건축가 4인전과 파빌리온전 기획, 문화콘텐츠로서의 세계적 건축가 MVRDV 작품전과 K-건축가 정재헌 작품전 개최 및 부산의 건축 관련 유관기관의 공동 참여 활발
○ 도시건축 전문 분야 콘텐츠형 시민 참여 강화
  • 건축문화해설사의 연속성 있는 활동을 통한 도보건축투어는 해운대구 센텀시티, 남구 호국문화유산, 부산원도심, 동래전통건축 등 4가지의 코스로 총 185회의 투어가 진행되었고, 올해 영입한 부동산 유튜버 태박이의 활동으로 젊은 건축가들의 작품이 태박이 유튜버에 5차례 소개되어 65여만 뷰의 누적조회수를 기록하였으며, 시민과 함께하는 콘텐츠 제작을 위해 ‘나의 핫플레이스 어때’ 60초 영상 콘테스트를 운영하는 등 건축문화 대중화 도모
○ 부산시 건축 현안에 대한 국제적 수준의 해결 방안 제시 및 국제교류 활동 
  • 부산시에서 당면하고 있고 미래를 대비하기 위한 도시·건축적 현안에 대한 국내외 전문가 의견수렴을 위한 활동을 활발히 진행하였으며, 부
","800000000","0","800000000","20230920","20230924"
"50","2023","부산","2600000","부산본청","부산국제영화제","개폐막식, 69개국 209편 영화상영, 시상식, 부대행사, 커뮤니티비프, 포럼비프","5978286429","0","5978286429","20231004","20231013"
"51","2023","부산","2600000","부산본청","부산국제광고제","공식행사(개막식, 시상식, 폐막식), 전시·상영, 콘퍼런스, 부대행사 등","1230965666","532228327","698737339","20230823","20230825"
"52","2023","부산","2600000","부산본청","부산콘텐츠마켓","BCM 마켓, 컨퍼런스, 펀딩(비즈매칭, 투자설명회, 피칭, 투자협약식) 등","1373188390","670251212","702937178","20230531","20230602"
"53","2023","부산","2600000","부산본청","국제게임전시회 (지스타)","게임전시회, 비즈니스 상담, 컨퍼런스, 부대행사 등","2969065527","0","2969065527","20231116","20231119"
"54","2023","부산","2600000","부산본청","부산불꽃축제","4개소 불꽃 연출(소규모, 분산), 홍보영상 제작·송출 등","1700000000","0","1700000000","20231104","20231104"
"55","2023","부산","2600000","부산본청","부산바다축제","원더풀컬러풀, 나이트풀파티, 공모사업, 체험·참여행사","869800000","0","869800000","20230801","20230806"
"56","2023","부산","2600000","부산본청","부산국제록페스티벌","국내외 유명 밴드 스테이지 공연, 국제교류사업 등 ","730000000","0","730000000","20231007","20231008"
"57","2023","부산","2600000","부산본청","조선통신사축제","- 조선통신사 축제(조선통신사 축제 행렬, 해신제, 국제학술심포지움,  한일 예술단 거리공연 등)
- 조선통신사 네트워크(쓰시마, 시모노세키, 시즈오카 행사 참가 등)
- 신조선통신사(조선통신사 입출항 세리머니, 해신제, 조선통신사 연고지역 탐방 및 교류행사 등)
- 학술심포지엄 개최, 소식지 발간 등","878422297","0","878422297","20230101","20230131"
"58","2023","부산","2600000","부산본청","대한민국 국제해양레저위크","o 해양레저 해상 퍼레이드
o 학술대회, 해양디자인 공모전, 해양레저 활성화 홍보
o 요트, 카약 등 해양레저 체험","920000000","520000000","400000000","20230818","20231231"
"59","2023","부산","2600000","부산본청","부산국제코미디페스티벌","개막식, 코미디극장공연, 폐막식, 코미디 스쿨어택, 코미디 세미나 등","1198469991","0","1198469991","20230825","20230903"
"60","2023","부산","2600000","부산본청","부산원아시아페스티벌","BOF Big 콘서트, 파크콘서트, 부대행사 등","3227769250","0","3227769250","20231021","20231022"
"61","2023","부산","2600000","부산본청","피란수도 부산 문화재 야행","문화유산이  집적, 밀집된 지역에 문화재 야간관람(개방), 체험, 공연, 전시 등
문화유산 야간 문화 향유 프로그램","510096000","204038400","306057600","20230818","20230819"
"62","2023","부산","2600000","부산본청","아시아필름마켓","세일즈마켓, 온라인스크리닝, 아시아프로젝트마켓, 부산스토리마켓, 플랫폼부산, 컨퍼런스 등 ","2511977546","1281956493","1230021053","20231007","20231010"
"63","2023","부산","2600000","부산본청","2023 지구촌새마을운동 고위급 회의 개최 지원","환영리셉션 개회식, 전시관 운영, 개막오찬, 장관회의, 전시회, 특별세션, 세미나, 현장견학, 환송만찬, 시티투어,  양자면담  등","896120000","0","896120000","20230705","20230707"
"64","2023","부산","2600000","부산본청","부산인디커넥트페스티벌","인디게임 접수 및 전시, 비즈매칭, 어워드 등","599637460","0","599637460","20230825","20230827"
"65","2023","부산","2600000","부산본청","2023부산세계장애인대회","○ 공식행사: 개회식(환영만찬), 개막공연, 폐회식(환송만찬)
○ 기조연설 8회(UN장애인권리위원회 위원장, IDA회장, IDA사무총장, 앤티가바부다 UN대사 등), 특별연설 8회(국제노동기구 수석장애전문관 등), 라운드테이블 6회(인권, 교육, 고용, ICT, 장애포괄 등)
○ 하이라이트 세션(세계장애여성 인권의 역사와 전망)
○ 병행세션 14개(발달장애, 시설장애인자립, 여가, 예술, 이주민, 유니버설디자인, 재난, 건강재활, 장애아동 등)
○ 국제장애인연맹(DPI) 세계총회, 전시 및 문화예술 프로그램 등","1870000000","950000000","920000000","20230807","20230811"
"66","2023","부산","2611000","부산중구","부산크리스마스트리축제","개막 점등식, 테마별 빛 시설물 설치, 시민 참여형 프로그램 운영 등","513457000","0","513457000","20231208","20240212"
"67","2023","부산","2611000","부산중구","부산자갈치축제","개막식, 용신제, 수산물 체험 프로그램 운영 등","310000000","0","310000000","20231005","20231008"
"68","2023","부산","2613000","부산동구","시민마당 운영","전시 1 : 역사(station)에서 만나는 세계 시그니처 문화공간여행 / 2022.12.23.~2023.2.28. /  세계적인 시그니처 전시 및 공연문화공간에 대한 전시  
전시 2 : 부산, 과거와 현재를 잇다 / 2023.3.17.~6.25. / 도예가 김정범 작가 및 한국화를 기반으로 작업하는 박지원, 손찬희 부산 청년작가 2인전 전시 
전시 3 : 데이비드 호크니&브리티시 팝아트 / 2023.7.21.~11.26. / 데이비드 호크니 및 영국의 팝아트 문화를 만들어간 14인 거장의 작품 전시 
전시 4 : 2023 디그리쇼/ 2023.12.5.~12.27. / 부산 소재 경성대, 동아대, 동의대, 신라대 예술학과 학생들의 200여 점의 작품전시
행사 1 : 「3.1절 기념 체험행사」/ 2023.3.11./ 3.1절 기념식 및 뮤지컬 공연 등 
행사 2 : 청년예술작가 지원 프리마켓 / 2023.10.20.~10.22. / 청년예술작가 셀러를 모집하여 프리마켓 운영 ","23100000","0","23100000","20230101","20231231"
"69","2023","부산","2614000","부산영도구","영도다리축제","공연, 체험, 전시 등 종합 프로그램","413500000","0","413500000","20231013","20231015"
"70","2023","부산","2614000","부산영도구","WT 영도 트라이애슬론 월드컵","트라이애슬론 월드컵 대회 및 시민참여콘서트 개최","700000000","0","700000000","20230801","20230806"
"71","2023","부산","2615000","부산부산진구","빛축제 운영","○ 기      간: 2023. 10. 13(금) ~ 2024. 2. 4.(일)
○ 구      간: 서면1번가 일원(중앙대로 691번길 및 서면로 일원) [L=1.3㎞]
○ 내      용: 빛 조형물 및 포토존 조성, 미디어파사드, 시민참여 프로그램 등","419999860","0","419999860","20231013","20240204"
"72","2023","부산","2616000","부산동래구","동래읍성역사축제","○ 장   소 : 동래문화회관, 읍성광장, 온천천 카페거리, 온천장 일원
○ 주   제 : 역사의 울림 '전사이가도난'
○ 슬로건 : 1592년 조선, 동래를 만나다
○ 구   성 : 5개 분야 42개 프로그램(대표 3, 주제 2, 문화공연 12, 참여체험 18, 부대행사 7)","631264000","0","631264000","20231013","20231015"
"73","2023","부산","2618000","부산북구","낙동강 구포나루 축제","- 기      간 : 2023. 10. 13. ~ 10.15.(3일간)
- 장      소 : 화명생태공원 선착장 일원
- 행사구성 :  ‘감성, 힐링, 노을, 피크닉’을 주제로, 3개 구역 5가지 테마의 콘텐츠 운영
- 주요프로그램: 메인무대(개막식, 드론아트쇼,구포나루가요제 등 공연 및 경연), 연꽃단지(구포나루야행길,축제역사관,전통마을,피크닉 쉼, 버스킹공연,꽃멍도서관 등), 구포국수먹거리장터 등","454265190","0","454265190","20231013","20231015"
"74","2023","부산","2619000","부산해운대구","해운대모래축제","세계모래조각전,  개막식, 샌드보드, 엑스포꽃정원 등","672237100","45000000","627237100","20230519","20230522"
"75","2023","부산","2619000","부산해운대구","해운대 빛 축제 개최","점등식, 빛 시설물 설치, 전국 캐롤송 경연대회, 체험프로그램 운영 등","879848520","25000000","854848520","20231202","20240131"
"76","2023","부산","2621000","부산금정구","금정문화축제","- 장소: 금정산성광장 및 금정산성, 금성동 일원
- 내용: 공연(주제공연, 초대가수 공연, 지역예술인 공연 등), 전시, 체험, 마을투어, 끼자랑, 백일장, 사생대회 등","399763556","0","399763556","20230526","20230528"
"77","2023","부산","2624000","부산수영구","광안리어방축제","뮤지컬어방, 경상좌수사행렬퍼레이드, 진두어화, 어방민속마을, 어방그물끌기, 맨손으로 활어잡기 등 5개 분야 43개 프로그램","1075000000","75000000","1000000000","20230512","20230514"
"78","2023","부산","2624000","부산수영구","광안리 M 드론라이트쇼","600대 이상의 군집드론비행 상설공연 및 1,000대 이상 특별공연, 시민참여이벤트 개최","1706376210","0","1706376210","20230601","20240531"
"79","2023","부산","2671000","부산기장군","차성문화제","기장군민 예술한마당, 걷기대회, 축하음악회 등","348000000","0","348000000","20231014","20231015"
"80","2023","대구","2700000","대구본청","대구국제섬유박람회","- 전시행사(소재 전시회) 
- 부대행사(산업트렌드 설명회, 수주 및 간담회 등)
- 참가업체 : 302개사 524개 부스
- 참 관 객  : 11,176명(국내 10,736 명, 해외 440명)
- 상담실적 : 20,317만불","646000000","0","646000000","20230302","20230304"
"81","2023","대구","2700000","대구본청","국제그린에너지엑스포","○ 기간 및 장소 : 2022.4.13 ~ 4.15(3일간) / EXCO
○ 전시규모 : 25개국 300개사 1,010부스
○ 전시품목 : 태양광, 에너지저장시스템(ESS), 배터리, 태양광 구조물, 인버터, 스마트그리드, 기타 신재생에너지 제품 및 기술 등
○ 부대행사 : 태양광 및 수소마켓 인사이트, 신재생에너지 관련 포럼, 세미나, 워크숍, 수출상담회 등","640000000","0","640000000","20230412","20230414"
"82","2023","대구","2700000","대구본청","대구국제마라톤대회","○ 기간/장소 :2023. 4. 2. / 국채보상공원 및 시내 일원 
○ 종 목 : 엘리트 풀코스, / 마스터즈 하프, 10km, 건강달리기
○ 참 가 : 15,307명
○ 의 의 : 동호회 참가를 주도하는 마스터즈 풀코스 부분이 없음에도 불구하고, 2009년 국제대회 승격 이후 최대 참가자 기록","1649775696","0","1649775696","20230402","20230402"
"83","2023","대구","2700000","대구본청","대구국제뮤지컬페스티벌","- 공식행사(개막식, 어워즈)
- 뮤지컬 공연(공식초청작, 창작지원작, 대학생페스티벌, 특별공연)
- 부대 및 연계행사(딤프린지, 열린뮤지컬특강, 스타데이트, 만원의 행복 등)","2836873652","973478162","1863395490","20230519","20230605"
"84","2023","대구","2700000","대구본청","파워풀대구페스티벌","파워풀퍼레이드 80개팀, 거리예술제 47개 공연단체 참석, 거리문화제, 대구&군위 관광존 등 부대행사 ※ 5.12.(금) 전야제 개최","1800000000","0","1800000000","20230513","20230514"
"85","2023","대구","2700000","대구본청","대구국제오페라축제","메인 오페라 공연, 오페라 콘서트, 어워즈, 부대행사 등","2008676645","1500000000","508676645","20231006","20231110"
"86","2023","대구","2700000","대구본청","대구사진비엔날레"," ○ 대구사진비엔날레 운영
    - 10개 전시(293작가, 1,257점 작품) 및 강연 워크숍 등 부대행사
    - 관람객 수: 396,221명 * 대구사진비엔날레 역대 최다 관람객","1721000000","0","1721000000","20230922","20231105"
"87","2023","대구","2700000","대구본청","대구치맥페스티벌","축제 슬로건: '새로운 치맥의 성지, 치맥 뉴니버스(New+Universe)'
- 시민광장 조성사업(공간변화)에 맞는 축제기획 : 새로운 패러다임 구축
- 강화된 안전대책 수립 : 안전사고 관심증대 ￫ 관련기관 의견 수렴(반영)
- 대구 전역의 축제장化 강구 : 시민생활종합플랫폼 대구로와 연계
- ‘2020-2023 문화관광축제’에 걸맞는 관광형 산업축제 역할 강화","12420856644","0","12420856644","20230830","20230903"
"88","2023","대구","2700000","대구본청","대구 국제 미래자동차엑스포","- 포럼 : 국내외 전문가 초청 강연(온오프라인)
- 전시회 : 지역 자동차기업 중심 전시회
- 부대행사 : 온라인중심 수출상담회, 완성차 부품사 상담회 진행","1743059119","0","1743059119","20231019","20231021"
"89","2023","대구","2700000","대구본청","2023 국제청소년스포츠축제(ICG)","2023 국제청소년스포츠축제(ICG) 개최","933048830","0","933048830","20230705","20230710"
"90","2023","대구","2700000","대구본청","대구정원박람회","테마가 있는 정원전시, 트렌드 있는 정원산업전, 힐링이 있는 정원페스티벌 등","1417862000","0","1417862000","20231013","20231017"
"91","2023","대구","2711000","대구중구","약령시한방문화축제","고유제 및 7가지 테마관(한방명품관, 한방진료관, 한방식품관, 영플라자, 한방정원, 한방문화관, 약초동산) 조성 등","20000000","0","20000000","20230505","20230507"
