기초지자체,카테고리중분류명,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율,년도
청주시 서원구,문화관광,924361,6.1,54607,5.9,2023
청주시 서원구,쇼핑,924361,6.1,37928,4.1,2023
청주시 서원구,숙박,924361,6.1,13330,1.4,2023
청주시 서원구,역사관광,924361,6.1,9706,1.1,2023
청주시 서원구,음식,924361,6.1,737406,79.8,2023
청주시 서원구,자연관광,924361,6.1,172,0,2023
청주시 서원구,체험관광,924361,6.1,13748,1.5,2023
청주시 청원구,기타관광,1778966,11.8,429991,24.2,2023
청주시 청원구,레저스포츠,1778966,11.8,102515,5.8,2023
청주시 청원구,문화관광,1778966,11.8,185934,10.5,2023
청주시 청원구,쇼핑,1778966,11.8,18661,1,2023
청주시 청원구,숙박,1778966,11.8,151424,8.5,2023
청주시 청원구,역사관광,1778966,11.8,24233,1.4,2023
청주시 청원구,음식,1778966,11.8,854357,48,2023
청주시 청원구,자연관광,1778966,11.8,10973,0.6,2023
청주시 청원구,체험관광,1778966,11.8,878,0,2023
청주시 흥덕구,기타관광,2805154,18.5,967875,34.5,2023
청주시 흥덕구,레저스포츠,2805154,18.5,100568,3.6,2023
청주시 흥덕구,문화관광,2805154,18.5,127761,4.6,2023
청주시 흥덕구,쇼핑,2805154,18.5,419985,15,2023
청주시 흥덕구,숙박,2805154,18.5,196161,7,2023
청주시 흥덕구,역사관광,2805154,18.5,3482,0.1,2023
청주시 흥덕구,음식,2805154,18.5,987054,35.2,2023
청주시 흥덕구,자연관광,2805154,18.5,1489,0.1,2023
청주시 흥덕구,체험관광,2805154,18.5,779,0,2023
충주시,기타관광,2265162,15,199780,8.8,2023
충주시,레저스포츠,2265162,15,559693,24.7,2023
충주시,문화관광,2265162,15,154021,6.8,2023
충주시,쇼핑,2265162,15,58062,2.6,2023
충주시,숙박,2265162,15,292796,12.9,2023
충주시,역사관광,2265162,15,24125,1.1,2023
충주시,음식,2265162,15,806525,35.6,2023
충주시,자연관광,2265162,15,105069,4.6,2023
충주시,체험관광,2265162,15,65091,2.9,2023
괴산군,기타관광,463759,3,72094,15.5,2024
괴산군,레저스포츠,463759,3,8744,1.9,2024
괴산군,문화관광,463759,3,51483,11.1,2024
괴산군,쇼핑,463759,3,15349,3.3,2024
괴산군,숙박,463759,3,91563,19.7,2024
괴산군,역사관광,463759,3,14352,3.1,2024
괴산군,음식,463759,3,131114,28.3,2024
괴산군,자연관광,463759,3,75777,16.3,2024
괴산군,체험관광,463759,3,3283,0.7,2024
단양군,기타관광,934365,6.1,150784,16.1,2024
단양군,레저스포츠,934365,6.1,45937,4.9,2024
단양군,문화관광,934365,6.1,132935,14.2,2024
단양군,쇼핑,934365,6.1,98822,10.6,2024
단양군,숙박,934365,6.1,173268,18.5,2024
단양군,역사관광,934365,6.1,57022,6.1,2024
단양군,음식,934365,6.1,210971,22.6,2024
단양군,자연관광,934365,6.1,64562,6.9,2024
단양군,체험관광,934365,6.1,64,0,2024
보은군,기타관광,335900,2.2,19022,5.7,2024
보은군,레저스포츠,335900,2.2,46215,13.8,2024
보은군,문화관광,335900,2.2,42853,12.8,2024
보은군,쇼핑,335900,2.2,3708,1.1,2024
보은군,숙박,335900,2.2,44685,13.3,2024
보은군,역사관광,335900,2.2,57214,17,2024
보은군,음식,335900,2.2,100595,29.9,2024
보은군,자연관광,335900,2.2,21484,6.4,2024
보은군,체험관광,335900,2.2,124,0,2024
영동군,기타관광,240137,1.6,49479,20.6,2024
영동군,레저스포츠,240137,1.6,27911,11.6,2024
영동군,문화관광,240137,1.6,14915,6.2,2024
영동군,쇼핑,240137,1.6,4850,2,2024
영동군,숙박,240137,1.6,21716,9,2024
영동군,역사관광,240137,1.6,14462,6,2024
영동군,음식,240137,1.6,74149,30.9,2024
영동군,자연관광,240137,1.6,32185,13.4,2024
영동군,체험관광,240137,1.6,470,0.2,2024
옥천군,기타관광,339894,2.2,50480,14.9,2024
옥천군,레저스포츠,339894,2.2,7603,2.2,2024
옥천군,문화관광,339894,2.2,45940,13.5,2024
옥천군,쇼핑,339894,2.2,1286,0.4,2024
옥천군,숙박,339894,2.2,22096,6.5,2024
옥천군,역사관광,339894,2.2,17804,5.2,2024
옥천군,음식,339894,2.2,168210,49.5,2024
옥천군,자연관광,339894,2.2,19160,5.6,2024
옥천군,체험관광,339894,2.2,7315,2.2,2024
음성군,기타관광,1032661,6.7,69332,6.7,2024
음성군,레저스포츠,1032661,6.7,310494,30.1,2024
음성군,문화관광,1032661,6.7,42330,4.1,2024
음성군,쇼핑,1032661,6.7,25171,2.4,2024
음성군,숙박,1032661,6.7,62727,6.1,2024
음성군,역사관광,1032661,6.7,14778,1.4,2024
음성군,음식,1032661,6.7,484886,47,2024
음성군,자연관광,1032661,6.7,22007,2.1,2024
음성군,체험관광,1032661,6.7,936,0.1,2024
제천시,기타관광,1568913,10.2,218634,13.9,2024
제천시,레저스포츠,1568913,10.2,88401,5.6,2024
제천시,문화관광,1568913,10.2,76503,4.9,2024
제천시,쇼핑,1568913,10.2,43312,2.8,2024
제천시,숙박,1568913,10.2,330707,21.1,2024
제천시,역사관광,1568913,10.2,44610,2.8,2024
제천시,음식,1568913,10.2,656661,41.9,2024
제천시,자연관광,1568913,10.2,101693,6.5,2024
제천시,체험관광,1568913,10.2,8392,0.5,2024
증평군,기타관광,319648,2.1,34532,10.8,2024
증평군,레저스포츠,319648,2.1,45082,14.1,2024
증평군,문화관광,319648,2.1,17100,5.3,2024
증평군,쇼핑,319648,2.1,5764,1.8,2024
증평군,숙박,319648,2.1,27400,8.6,2024
증평군,역사관광,319648,2.1,2047,0.6,2024
증평군,음식,319648,2.1,165418,51.8,2024
증평군,자연관광,319648,2.1,17357,5.4,2024
증평군,체험관광,319648,2.1,4948,1.5,2024
진천군,기타관광,910561,5.9,69643,7.6,2024
진천군,레저스포츠,910561,5.9,183674,20.2,2024
진천군,문화관광,910561,5.9,38420,4.2,2024
진천군,쇼핑,910561,5.9,20945,2.3,2024
진천군,숙박,910561,5.9,66469,7.3,2024
진천군,역사관광,910561,5.9,120335,13.2,2024
진천군,음식,910561,5.9,373558,41,2024
진천군,자연관광,910561,5.9,33799,3.7,2024
진천군,체험관광,910561,5.9,3718,0.4,2024
청주시 상당구,기타관광,1390641,9,89766,6.5,2024
청주시 상당구,레저스포츠,1390641,9,78306,5.6,2024
청주시 상당구,문화관광,1390641,9,225091,16.2,2024
청주시 상당구,쇼핑,1390641,9,56806,4.1,2024
청주시 상당구,숙박,1390641,9,91502,6.6,2024
청주시 상당구,역사관광,1390641,9,51198,3.7,2024
청주시 상당구,음식,1390641,9,753204,54.2,2024
청주시 상당구,자연관광,1390641,9,40467,2.9,2024
청주시 상당구,체험관광,1390641,9,4301,0.3,2024
청주시 서원구,기타관광,1004065,6.5,10349,1,2024
청주시 서원구,레저스포츠,1004065,6.5,45410,4.5,2024
청주시 서원구,문화관광,1004065,6.5,56933,5.7,2024
청주시 서원구,쇼핑,1004065,6.5,31739,3.2,2024
청주시 서원구,숙박,1004065,6.5,11975,1.2,2024
청주시 서원구,역사관광,1004065,6.5,9189,0.9,2024
청주시 서원구,음식,1004065,6.5,824416,82.1,2024
청주시 서원구,자연관광,1004065,6.5,270,0,2024
청주시 서원구,체험관광,1004065,6.5,13784,1.4,2024
청주시 청원구,기타관광,1844408,12,441472,23.9,2024
청주시 청원구,레저스포츠,1844408,12,92265,5,2024
청주시 청원구,문화관광,1844408,12,159954,8.7,2024
청주시 청원구,쇼핑,1844408,12,14513,0.8,2024
청주시 청원구,숙박,1844408,12,133990,7.3,2024
청주시 청원구,역사관광,1844408,12,21876,1.2,2024
청주시 청원구,음식,1844408,12,968465,52.5,2024
청주시 청원구,자연관광,1844408,12,11205,0.6,2024
청주시 청원구,체험관광,1844408,12,668,0,2024
청주시 흥덕구,기타관광,2656174,17.2,811561,30.6,2024
청주시 흥덕구,레저스포츠,2656174,17.2,86239,3.2,2024
청주시 흥덕구,문화관광,2656174,17.2,131452,4.9,2024
청주시 흥덕구,쇼핑,2656174,17.2,338581,12.7,2024
청주시 흥덕구,숙박,2656174,17.2,168901,6.4,2024
청주시 흥덕구,역사관광,2656174,17.2,3537,0.1,2024
청주시 흥덕구,음식,2656174,17.2,1111510,41.8,2024
청주시 흥덕구,자연관광,2656174,17.2,2432,0.1,2024
청주시 흥덕구,체험관광,2656174,17.2,1961,0.1,2024
충주시,기타관광,2381590,15.4,178864,7.5,2024
충주시,레저스포츠,2381590,15.4,500282,21,2024
충주시,문화관광,2381590,15.4,163477,6.9,2024
충주시,쇼핑,2381590,15.4,53341,2.2,2024
충주시,숙박,2381590,15.4,276534,11.6,2024
충주시,역사관광,2381590,15.4,22756,1,2024
충주시,음식,2381590,15.4,1014340,42.6,2024
충주시,자연관광,2381590,15.4,116569,4.9,2024
충주시,체험관광,2381590,15.4,55427,2.3,2024
