기초지자체,카테고리중분류명,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율,년도
논산시,체험관광,824093,3.7,10368,1.3,2022
당진시,기타관광,1708664,7.6,179698,10.5,2022
당진시,레저스포츠,1708664,7.6,84080,4.9,2022
당진시,문화관광,1708664,7.6,372714,21.8,2022
당진시,쇼핑,1708664,7.6,46292,2.7,2022
당진시,숙박,1708664,7.6,114460,6.7,2022
당진시,역사관광,1708664,7.6,31552,1.8,2022
당진시,음식,1708664,7.6,594938,34.8,2022
당진시,자연관광,1708664,7.6,283158,16.6,2022
당진시,체험관광,1708664,7.6,1772,0.1,2022
보령시,기타관광,1953892,8.7,135864,7,2022
보령시,레저스포츠,1953892,8.7,86081,4.4,2022
보령시,문화관광,1953892,8.7,136139,7,2022
보령시,쇼핑,1953892,8.7,90083,4.6,2022
보령시,숙박,1953892,8.7,365360,18.7,2022
보령시,역사관광,1953892,8.7,10868,0.6,2022
보령시,음식,1953892,8.7,421947,21.6,2022
보령시,자연관광,1953892,8.7,703570,36,2022
보령시,체험관광,1953892,8.7,3980,0.2,2022
부여군,기타관광,756057,3.4,35954,4.8,2022
부여군,레저스포츠,756057,3.4,61536,8.1,2022
부여군,문화관광,756057,3.4,106062,14,2022
부여군,쇼핑,756057,3.4,123803,16.4,2022
부여군,숙박,756057,3.4,105011,13.9,2022
부여군,역사관광,756057,3.4,124949,16.5,2022
부여군,음식,756057,3.4,189595,25.1,2022
부여군,자연관광,756057,3.4,7458,1,2022
부여군,체험관광,756057,3.4,1689,0.2,2022
서산시,기타관광,1378203,6.2,135708,9.8,2022
서산시,레저스포츠,1378203,6.2,51366,3.7,2022
서산시,문화관광,1378203,6.2,58397,4.2,2022
서산시,쇼핑,1378203,6.2,43460,3.2,2022
서산시,숙박,1378203,6.2,127473,9.2,2022
서산시,역사관광,1378203,6.2,252811,18.3,2022
서산시,음식,1378203,6.2,472697,34.3,2022
서산시,자연관광,1378203,6.2,233017,16.9,2022
서산시,체험관광,1378203,6.2,3274,0.2,2022
서천군,기타관광,605332,2.7,105373,17.4,2022
서천군,레저스포츠,605332,2.7,9543,1.6,2022
서천군,문화관광,605332,2.7,54864,9.1,2022
서천군,쇼핑,605332,2.7,85003,14,2022
서천군,숙박,605332,2.7,61982,10.2,2022
서천군,역사관광,605332,2.7,17421,2.9,2022
서천군,음식,605332,2.7,83615,13.8,2022
서천군,자연관광,605332,2.7,185951,30.7,2022
서천군,체험관광,605332,2.7,1580,0.3,2022
아산시,기타관광,3147566,14.1,729848,23.2,2022
아산시,레저스포츠,3147566,14.1,148726,4.7,2022
아산시,문화관광,3147566,14.1,275070,8.7,2022
아산시,쇼핑,3147566,14.1,134500,4.3,2022
아산시,숙박,3147566,14.1,201886,6.4,2022
아산시,역사관광,3147566,14.1,126458,4,2022
아산시,음식,3147566,14.1,1289000,41,2022
아산시,자연관광,3147566,14.1,89031,2.8,2022
아산시,체험관광,3147566,14.1,153047,4.9,2022
예산군,기타관광,984079,4.4,240049,24.4,2022
예산군,레저스포츠,984079,4.4,19274,2,2022
예산군,문화관광,984079,4.4,40417,4.1,2022
예산군,쇼핑,984079,4.4,16052,1.6,2022
예산군,숙박,984079,4.4,171288,17.4,2022
예산군,역사관광,984079,4.4,118727,12.1,2022
예산군,음식,984079,4.4,319344,32.5,2022
예산군,자연관광,984079,4.4,40664,4.1,2022
예산군,체험관광,984079,4.4,18264,1.9,2022
천안시 동남구,기타관광,2608938,11.7,276923,10.6,2022
천안시 동남구,레저스포츠,2608938,11.7,147244,5.6,2022
천안시 동남구,문화관광,2608938,11.7,361234,13.8,2022
천안시 동남구,쇼핑,2608938,11.7,272973,10.5,2022
천안시 동남구,숙박,2608938,11.7,212748,8.2,2022
천안시 동남구,역사관광,2608938,11.7,67547,2.6,2022
천안시 동남구,음식,2608938,11.7,1201090,46,2022
천안시 동남구,자연관광,2608938,11.7,47539,1.8,2022
천안시 동남구,체험관광,2608938,11.7,21640,0.8,2022
천안시 서북구,기타관광,2732055,12.2,17352,0.6,2022
천안시 서북구,레저스포츠,2732055,12.2,59509,2.2,2022
천안시 서북구,문화관광,2732055,12.2,202392,7.4,2022
천안시 서북구,쇼핑,2732055,12.2,281503,10.3,2022
천안시 서북구,숙박,2732055,12.2,300318,11,2022
천안시 서북구,역사관광,2732055,12.2,3671,0.1,2022
천안시 서북구,음식,2732055,12.2,1847557,67.6,2022
천안시 서북구,자연관광,2732055,12.2,16845,0.6,2022
천안시 서북구,체험관광,2732055,12.2,2908,0.1,2022
청양군,기타관광,160960,0.7,47679,29.6,2022
청양군,레저스포츠,160960,0.7,6869,4.3,2022
청양군,문화관광,160960,0.7,12842,8,2022
청양군,쇼핑,160960,0.7,5803,3.6,2022
청양군,숙박,160960,0.7,18616,11.6,2022
청양군,역사관광,160960,0.7,13403,8.3,2022
청양군,음식,160960,0.7,41618,25.9,2022
청양군,자연관광,160960,0.7,13266,8.2,2022
청양군,체험관광,160960,0.7,864,0.5,2022
태안군,기타관광,2789872,12.5,146522,5.3,2022
태안군,레저스포츠,2789872,12.5,175864,6.3,2022
태안군,문화관광,2789872,12.5,138613,5,2022
태안군,쇼핑,2789872,12.5,100065,3.6,2022
태안군,숙박,2789872,12.5,738732,26.5,2022
태안군,역사관광,2789872,12.5,27416,1,2022
태안군,음식,2789872,12.5,512731,18.4,2022
태안군,자연관광,2789872,12.5,938161,33.6,2022
태안군,체험관광,2789872,12.5,11768,0.4,2022
홍성군,기타관광,574903,2.6,96269,16.7,2022
홍성군,레저스포츠,574903,2.6,2387,0.4,2022
홍성군,문화관광,574903,2.6,41121,7.2,2022
홍성군,쇼핑,574903,2.6,25129,4.4,2022
홍성군,숙박,574903,2.6,40665,7.1,2022
홍성군,역사관광,574903,2.6,16536,2.9,2022
홍성군,음식,574903,2.6,232940,40.5,2022
홍성군,자연관광,574903,2.6,117397,20.4,2022
홍성군,체험관광,574903,2.6,2459,0.4,2022
계룡시,기타관광,260982,1.1,30755,11.8,2023
계룡시,레저스포츠,260982,1.1,59914,23,2023
계룡시,문화관광,260982,1.1,13404,5.1,2023
계룡시,쇼핑,260982,1.1,14175,5.4,2023
계룡시,숙박,260982,1.1,22221,8.5,2023
계룡시,역사관광,260982,1.1,3474,1.3,2023
계룡시,음식,260982,1.1,114056,43.7,2023
계룡시,자연관광,260982,1.1,2856,1.1,2023
계룡시,체험관광,260982,1.1,127,0,2023
공주시,기타관광,1630607,6.9,154382,9.5,2023
공주시,레저스포츠,1630607,6.9,45213,2.8,2023
공주시,문화관광,1630607,6.9,129963,8,2023
공주시,쇼핑,1630607,6.9,38468,2.4,2023
공주시,숙박,1630607,6.9,170271,10.4,2023
공주시,역사관광,1630607,6.9,383646,23.5,2023
공주시,음식,1630607,6.9,670837,41.1,2023
공주시,자연관광,1630607,6.9,23055,1.4,2023
공주시,체험관광,1630607,6.9,14772,0.9,2023
금산군,기타관광,329054,1.4,41452,12.6,2023
금산군,레저스포츠,329054,1.4,30246,9.2,2023
금산군,문화관광,329054,1.4,14122,4.3,2023
금산군,쇼핑,329054,1.4,30605,9.3,2023
금산군,숙박,329054,1.4,40486,12.3,2023
금산군,역사관광,329054,1.4,16467,5,2023
금산군,음식,329054,1.4,124949,38,2023
금산군,자연관광,329054,1.4,10478,3.2,2023
금산군,체험관광,329054,1.4,20249,6.2,2023
논산시,기타관광,838973,3.6,176435,21,2023
논산시,레저스포츠,838973,3.6,52367,6.2,2023
논산시,문화관광,838973,3.6,81576,9.7,2023
논산시,쇼핑,838973,3.6,27160,3.2,2023
논산시,숙박,838973,3.6,84808,10.1,2023
논산시,역사관광,838973,3.6,46823,5.6,2023
논산시,음식,838973,3.6,322959,38.5,2023
논산시,자연관광,838973,3.6,32011,3.8,2023
논산시,체험관광,838973,3.6,14834,1.8,2023
당진시,기타관광,1792349,7.6,182281,10.2,2023
당진시,레저스포츠,1792349,7.6,110144,6.1,2023
당진시,문화관광,1792349,7.6,352813,19.7,2023
당진시,쇼핑,1792349,7.6,51489,2.9,2023
당진시,숙박,1792349,7.6,119227,6.7,2023
당진시,역사관광,1792349,7.6,33826,1.9,2023
당진시,음식,1792349,7.6,693867,38.7,2023
당진시,자연관광,1792349,7.6,246123,13.7,2023
당진시,체험관광,1792349,7.6,2579,0.1,2023
보령시,기타관광,1725567,7.3,129106,7.5,2023
보령시,레저스포츠,1725567,7.3,81855,4.7,2023
보령시,문화관광,1725567,7.3,127841,7.4,2023
보령시,쇼핑,1725567,7.3,80372,4.7,2023
보령시,숙박,1725567,7.3,365324,21.2,2023
보령시,역사관광,1725567,7.3,9943,0.6,2023
보령시,음식,1725567,7.3,484381,28.1,2023
보령시,자연관광,1725567,7.3,441988,25.6,2023
보령시,체험관광,1725567,7.3,4757,0.3,2023
부여군,기타관광,718585,3.1,35234,4.9,2023
부여군,레저스포츠,718585,3.1,59182,8.2,2023
부여군,문화관광,718585,3.1,104589,14.6,2023
부여군,쇼핑,718585,3.1,85176,11.9,2023
부여군,숙박,718585,3.1,111247,15.5,2023
부여군,역사관광,718585,3.1,114455,15.9,2023
부여군,음식,718585,3.1,200427,27.9,2023
부여군,자연관광,718585,3.1,6266,0.9,2023
부여군,체험관광,718585,3.1,2009,0.3,2023
서산시,기타관광,1378204,5.9,142768,10.4,2023
서산시,레저스포츠,1378204,5.9,44771,3.2,2023
서산시,문화관광,1378204,5.9,66983,4.9,2023
서산시,쇼핑,1378204,5.9,41886,3,2023
서산시,숙박,1378204,5.9,142198,10.3,2023
서산시,역사관광,1378204,5.9,241109,17.5,2023
서산시,음식,1378204,5.9,553271,40.1,2023
서산시,자연관광,1378204,5.9,143054,10.4,2023
서산시,체험관광,1378204,5.9,2164,0.2,2023
서천군,기타관광,637234,2.7,111261,17.5,2023
서천군,레저스포츠,637234,2.7,10537,1.7,2023
서천군,문화관광,637234,2.7,54270,8.5,2023
서천군,쇼핑,637234,2.7,95874,15,2023
서천군,숙박,637234,2.7,69138,10.8,2023
서천군,역사관광,637234,2.7,21845,3.4,2023
서천군,음식,637234,2.7,107970,16.9,2023
서천군,자연관광,637234,2.7,164807,25.9,2023
서천군,체험관광,637234,2.7,1532,0.2,2023
아산시,기타관광,3570902,15.2,786671,22,2023
아산시,레저스포츠,3570902,15.2,142887,4,2023
아산시,문화관광,3570902,15.2,253387,7.1,2023
아산시,쇼핑,3570902,15.2,144626,4.1,2023
아산시,숙박,3570902,15.2,244236,6.8,2023
아산시,역사관광,3570902,15.2,131463,3.7,2023
아산시,음식,3570902,15.2,1608518,45,2023
아산시,자연관광,3570902,15.2,61214,1.7,2023
아산시,체험관광,3570902,15.2,197900,5.5,2023
예산군,기타관광,1343798,5.7,219776,16.4,2023
예산군,레저스포츠,1343798,5.7,41867,3.1,2023
예산군,문화관광,1343798,5.7,47694,3.5,2023
예산군,쇼핑,1343798,5.7,232964,17.3,2023
예산군,숙박,1343798,5.7,232427,17.3,2023
예산군,역사관광,1343798,5.7,127867,9.5,2023
예산군,음식,1343798,5.7,383259,28.5,2023
예산군,자연관광,1343798,5.7,31845,2.4,2023
예산군,체험관광,1343798,5.7,26099,1.9,2023
천안시 동남구,기타관광,2979643,12.7,295915,9.9,2023
천안시 동남구,레저스포츠,2979643,12.7,160732,5.4,2023
천안시 동남구,문화관광,2979643,12.7,421851,14.2,2023
천안시 동남구,쇼핑,2979643,12.7,313299,10.5,2023
천안시 동남구,숙박,2979643,12.7,246090,8.3,2023
천안시 동남구,역사관광,2979643,12.7,68026,2.3,2023
천안시 동남구,음식,2979643,12.7,1427689,47.9,2023
천안시 동남구,자연관광,2979643,12.7,26706,0.9,2023
천안시 동남구,체험관광,2979643,12.7,19335,0.6,2023
천안시 서북구,기타관광,3085559,13.1,22598,0.7,2023
천안시 서북구,레저스포츠,3085559,13.1,62383,2,2023
천안시 서북구,문화관광,3085559,13.1,234622,7.6,2023
천안시 서북구,쇼핑,3085559,13.1,298979,9.7,2023
천안시 서북구,숙박,3085559,13.1,318813,10.3,2023
천안시 서북구,역사관광,3085559,13.1,3772,0.1,2023
천안시 서북구,음식,3085559,13.1,2133545,69.1,2023
천안시 서북구,자연관광,3085559,13.1,7448,0.2,2023
천안시 서북구,체험관광,3085559,13.1,3399,0.1,2023
청양군,기타관광,179617,0.8,37270,20.7,2023
청양군,레저스포츠,179617,0.8,8340,4.6,2023
청양군,문화관광,179617,0.8,18167,10.1,2023
청양군,쇼핑,179617,0.8,6160,3.4,2023
청양군,숙박,179617,0.8,22461,12.5,2023
청양군,역사관광,179617,0.8,13828,7.7,2023
청양군,음식,179617,0.8,60114,33.5,2023
청양군,자연관광,179617,0.8,12336,6.9,2023
청양군,체험관광,179617,0.8,941,0.5,2023
태안군,기타관광,2397063,10.2,134279,5.6,2023
태안군,레저스포츠,2397063,10.2,150765,6.3,2023
태안군,문화관광,2397063,10.2,126815,5.3,2023
태안군,쇼핑,2397063,10.2,93094,3.9,2023
태안군,숙박,2397063,10.2,683325,28.5,2023
태안군,역사관광,2397063,10.2,25197,1.1,2023
태안군,음식,2397063,10.2,508172,21.2,2023
태안군,자연관광,2397063,10.2,664916,27.7,2023
태안군,체험관광,2397063,10.2,10500,0.4,2023
홍성군,기타관광,611453,2.6,100959,16.5,2023
홍성군,레저스포츠,611453,2.6,2412,0.4,2023
홍성군,문화관광,611453,2.6,56348,9.2,2023
홍성군,쇼핑,611453,2.6,25996,4.3,2023
홍성군,숙박,611453,2.6,46094,7.5,2023
홍성군,역사관광,611453,2.6,18475,3,2023
홍성군,음식,611453,2.6,272443,44.6,2023
홍성군,자연관광,611453,2.6,86601,14.2,2023
홍성군,체험관광,611453,2.6,2125,0.3,2023
계룡시,기타관광,267335,1.1,25569,9.6,2024
계룡시,레저스포츠,267335,1.1,57798,21.6,2024
계룡시,문화관광,267335,1.1,15305,5.7,2024
계룡시,쇼핑,267335,1.1,21270,8,2024
계룡시,숙박,267335,1.1,19199,7.2,2024
계룡시,역사관광,267335,1.1,3856,1.4,2024
계룡시,음식,267335,1.1,120954,45.2,2024
계룡시,자연관광,267335,1.1,3287,1.2,2024
계룡시,체험관광,267335,1.1,97,0,2024
공주시,기타관광,1570437,6.7,128274,8.2,2024
공주시,레저스포츠,1570437,6.7,42211,2.7,2024
공주시,문화관광,1570437,6.7,144817,9.2,2024
공주시,쇼핑,1570437,6.7,34934,2.2,2024
공주시,숙박,1570437,6.7,142785,9.1,2024
공주시,역사관광,1570437,6.7,326353,20.8,2024
공주시,음식,1570437,6.7,712011,45.3,2024
공주시,자연관광,1570437,6.7,24471,1.6,2024
공주시,체험관광,1570437,6.7,14581,0.9,2024
금산군,기타관광,331796,1.4,27121,8.2,2024
금산군,레저스포츠,331796,1.4,31281,9.4,2024
금산군,문화관광,331796,1.4,18743,5.6,2024
금산군,쇼핑,331796,1.4,24162,7.3,2024
금산군,숙박,331796,1.4,32986,9.9,2024
금산군,역사관광,331796,1.4,15952,4.8,2024
금산군,음식,331796,1.4,155460,46.9,2024
금산군,자연관광,331796,1.4,10956,3.3,2024
금산군,체험관광,331796,1.4,15135,4.6,2024
논산시,기타관광,942010,4,158160,16.8,2024
논산시,레저스포츠,942010,4,50194,5.3,2024
논산시,문화관광,942010,4,95350,10.1,2024
논산시,쇼핑,942010,4,31041,3.3,2024
논산시,숙박,942010,4,73485,7.8,2024
논산시,역사관광,942010,4,52535,5.6,2024
논산시,음식,942010,4,428367,45.5,2024
논산시,자연관광,942010,4,37121,3.9,2024
논산시,체험관광,942010,4,15757,1.7,2024
당진시,기타관광,1889388,8,159289,8.4,2024
당진시,레저스포츠,1889388,8,109616,5.8,2024
당진시,문화관광,1889388,8,334239,17.7,2024
당진시,쇼핑,1889388,8,43659,2.3,2024
당진시,숙박,1889388,8,107451,5.7,2024
당진시,역사관광,1889388,8,32094,1.7,2024
당진시,음식,1889388,8,824784,43.7,2024
당진시,자연관광,1889388,8,275521,14.6,2024
당진시,체험관광,1889388,8,2735,0.1,2024
보령시,기타관광,1749305,7.4,114526,6.5,2024
보령시,레저스포츠,1749305,7.4,77154,4.4,2024
보령시,문화관광,1749305,7.4,122918,7,2024
보령시,쇼핑,1749305,7.4,68662,3.9,2024
보령시,숙박,1749305,7.4,314752,18,2024
보령시,역사관광,1749305,7.4,8850,0.5,2024
보령시,음식,1749305,7.4,516705,29.5,2024
보령시,자연관광,1749305,7.4,522653,29.9,2024
보령시,체험관광,1749305,7.4,3085,0.2,2024
부여군,기타관광,713720,3,29680,4.2,2024
부여군,레저스포츠,713720,3,60251,8.4,2024
부여군,문화관광,713720,3,97659,13.7,2024
부여군,쇼핑,713720,3,97290,13.6,2024
부여군,숙박,713720,3,93180,13.1,2024
부여군,역사관광,713720,3,106238,14.9,2024
부여군,음식,713720,3,219071,30.7,2024
부여군,자연관광,713720,3,8231,1.2,2024
부여군,체험관광,713720,3,2120,0.3,2024
서산시,기타관광,1506018,6.4,115671,7.7,2024
서산시,레저스포츠,1506018,6.4,46517,3.1,2024
서산시,문화관광,1506018,6.4,69325,4.6,2024
서산시,쇼핑,1506018,6.4,36286,2.4,2024
서산시,숙박,1506018,6.4,136827,9.1,2024
서산시,역사관광,1506018,6.4,214520,14.2,2024
서산시,음식,1506018,6.4,681759,45.3,2024
서산시,자연관광,1506018,6.4,202063,13.4,2024
서산시,체험관광,1506018,6.4,3050,0.2,2024
서천군,기타관광,681642,2.9,94798,13.9,2024
서천군,레저스포츠,681642,2.9,13015,1.9,2024
서천군,문화관광,681642,2.9,81950,12,2024
서천군,쇼핑,681642,2.9,72815,10.7,2024
서천군,숙박,681642,2.9,57786,8.5,2024
서천군,역사관광,681642,2.9,19917,2.9,2024
서천군,음식,681642,2.9,148878,21.8,2024
서천군,자연관광,681642,2.9,191313,28.1,2024
서천군,체험관광,681642,2.9,1170,0.2,2024
아산시,기타관광,3535086,15,639884,18.1,2024
아산시,레저스포츠,3535086,15,127015,3.6,2024
아산시,문화관광,3535086,15,294541,8.3,2024
아산시,쇼핑,3535086,15,114099,3.2,2024
아산시,숙박,3535086,15,195965,5.5,2024
아산시,역사관광,3535086,15,113327,3.2,2024
아산시,음식,3535086,15,1811482,51.2,2024
아산시,자연관광,3535086,15,80258,2.3,2024
아산시,체험관광,3535086,15,158515,4.5,2024
예산군,기타관광,1173246,5,191004,16.3,2024
예산군,레저스포츠,1173246,5,29162,2.5,2024
예산군,문화관광,1173246,5,42226,3.6,2024
예산군,쇼핑,1173246,5,147077,12.5,2024
예산군,숙박,1173246,5,192379,16.4,2024
예산군,역사관광,1173246,5,114660,9.8,2024
예산군,음식,1173246,5,394138,33.6,2024
예산군,자연관광,1173246,5,38727,3.3,2024
예산군,체험관광,1173246,5,23873,2,2024
천안시 동남구,기타관광,2860980,12.2,238790,8.3,2024
천안시 동남구,레저스포츠,2860980,12.2,145773,5.1,2024
천안시 동남구,문화관광,2860980,12.2,358349,12.5,2024
천안시 동남구,쇼핑,2860980,12.2,270441,9.5,2024
천안시 동남구,숙박,2860980,12.2,204950,7.2,2024
천안시 동남구,역사관광,2860980,12.2,65327,2.3,2024
천안시 동남구,음식,2860980,12.2,1526521,53.4,2024
천안시 동남구,자연관광,2860980,12.2,34746,1.2,2024
천안시 동남구,체험관광,2860980,12.2,16083,0.6,2024
천안시 서북구,기타관광,2905551,12.4,19951,0.7,2024
천안시 서북구,레저스포츠,2905551,12.4,60517,2.1,2024
천안시 서북구,문화관광,2905551,12.4,225013,7.7,2024
천안시 서북구,쇼핑,2905551,12.4,245901,8.5,2024
천안시 서북구,숙박,2905551,12.4,259097,8.9,2024
천안시 서북구,역사관광,2905551,12.4,3875,0.1,2024
천안시 서북구,음식,2905551,12.4,2075108,71.4,2024
천안시 서북구,자연관광,2905551,12.4,12008,0.4,2024
천안시 서북구,체험관광,2905551,12.4,4081,0.1,2024
청양군,기타관광,182523,0.8,37027,20.3,2024
청양군,레저스포츠,182523,0.8,6406,3.5,2024
청양군,문화관광,182523,0.8,19697,10.8,2024
청양군,쇼핑,182523,0.8,5508,3,2024
청양군,숙박,182523,0.8,18612,10.2,2024
청양군,역사관광,182523,0.8,13503,7.4,2024
청양군,음식,182523,0.8,65704,36,2024
청양군,자연관광,182523,0.8,15305,8.4,2024
청양군,체험관광,182523,0.8,761,0.4,2024
태안군,기타관광,2552669,10.9,116035,4.5,2024
태안군,레저스포츠,2552669,10.9,165310,6.5,2024
태안군,문화관광,2552669,10.9,159006,6.2,2024
태안군,쇼핑,2552669,10.9,95906,3.8,2024
태안군,숙박,2552669,10.9,618772,24.2,2024
태안군,역사관광,2552669,10.9,22818,0.9,2024
태안군,음식,2552669,10.9,626852,24.6,2024
태안군,자연관광,2552669,10.9,739795,29,2024
태안군,체험관광,2552669,10.9,8175,0.3,2024
홍성군,기타관광,661396,2.8,81787,12.4,2024
홍성군,레저스포츠,661396,2.8,2092,0.3,2024
홍성군,문화관광,661396,2.8,89317,13.5,2024
홍성군,쇼핑,661396,2.8,21892,3.3,2024
홍성군,숙박,661396,2.8,37347,5.6,2024
홍성군,역사관광,661396,2.8,13606,2.1,2024
홍성군,음식,661396,2.8,313695,47.4,2024
홍성군,자연관광,661396,2.8,100248,15.2,2024
홍성군,체험관광,661396,2.8,1412,0.2,2024
