날짜,보령머드,강경젓갈축제,음성품바축제,강경젓갈축제,지용제,천안흥타령축제,강경젓갈축제,금산인삼축제,서산해미읍성축제,석장리세계구석기축제,한산모시문화제,강경젓갈축제,괴산고추축제,영동난계국악축제
2020-11-30,1.728355032,0.3420382302,0.05,0.34,1.31,0.3085293765,0.3420261522,0.4718720581,0.00977159292,0,0.006979888516,0.3420436505,0.04885921961,0.6017187938
2020-12-07,1.609698363,0.141000082,0.02,0.14,0.25,0.2694430048,0.1410046978,0.4202192955,0.02372518281,0.006976794945,0,0.141002482,0.06979888516,0.5751893948
2020-12-14,1.305354786,0.01953077198,0.04,0.02,0.15,0.3155061714,0.01954318584,0.8585945779,0,0,0.01814479882,0.01954223218,0.01814479882,0.2973694526
2020-12-21,0.9591107366,0.01674441689,0.03,0.02,0.19,0.2694430048,0.01674838786,0.3727485299,0,0,0,0.01674736546,0,0.2624627318
2020-12-28,0.9674960883,0.01674441689,0.00,0.02,0.13,0.2191774412,0.01674838786,0.3196881684,0.00977159292,0.006976794945,0.00837004358,0.01674736546,0.03908446437,0.3099317963
2021-01-04,1.054030814,0.03627518888,0.02,0.04,0.05,0.1898626624,0.0362915737,0.2987577835,0,0,0,0.03629687594,0.00837004358,0.1172679497
2021-01-11,0.8906873188,0.009752242807,0.06,0.01,0.01,0.3210957673,0.00977159292,0.3517977451,0.00836399394,0.006976794945,0,0.009767476943,0.0265221207,0.03210457585
2021-01-18,0.8362482491,0.05304589214,0.01,0.05,0.01,0.4607132662,0.05303996157,0.3978813117,0,0.006976794945,0.01256234367,0.0530515197,0.04467419782,0
2021-01-25,0.8558053074,0.05443906968,0.03,0.05,0.00,0.3922917158,0.05444756055,0.3364569562,0.2317438321,0.006976794945,0.01395977703,0.05444167476,0.01395977703,0.02372725397
2021-02-01,0.8390346042,0.02652294607,0.02,0.03,0.01,0.2945757866,0.02651998078,0.3922917158,0.00836399394,0,0,0.0265221207,0.02512468734,0.1102880612
2021-02-08,0.6966413447,0.006965887719,0.02,0.01,0.00,0.2289490341,0.006976794945,0.2833965947,0,0.03488397472,0.006979888516,0.006979888516,0.01674736546,0.00837004358
2021-02-15,0.8865077861,0.04326736296,0.02,0.04,0.03,0.1954522584,0.04326836865,0.4244012925,0,0.02651998078,0,0.04327676446,0.009767476943,0.01674736546
2021-02-22,0.9772483311,0.03348883379,0.05,0.03,0.02,0.1884550635,0.03349677573,0.481643651,0.0376787727,0.02231758383,0,0.03350200922,0.02233709891,0.0153499321
2021-03-01,1.136412294,0,0.08,0.00,0.04,0.2080186493,0,0.4411496804,0.00836399394,0.02790717978,0.02791955406,0,0.03070714249,0
2021-03-08,1.552446652,0.02371030461,0.13,0.02,0.08,0.3434337512,0.02372518281,0.6687319155,0.00977159292,0.02372518281,0.07259375188,0.02372725397,0.07119631852,0
2021-03-15,1.644606661,0.01395806181,0.12,0.01,0.10,0.2526742169,0.01395358989,0.5514524004,0,0,0.00837004358,0.01395977703,0.03210457585,0
2021-03-22,1.96848101,0.01535123935,0.13,0.02,0.13,0.3350493572,0.01534078888,0.5626111924,0,0.00836399394,0.02791955406,0.0153499321,0.04048189773,0
2021-03-29,2.270038233,0.01256488426,0.19,0.01,0.11,0.2792145977,0.01254599091,0.5793799802,0,0.0376787727,0.02093966555,0.01256234367,0.04187933109,0.01674736546
2021-04-05,2.437587547,0,0.28,0.00,0.07,0.2889861906,0,0.5556343974,0.0376787727,0.0251123818,0.01814479882,0,0.05025665297,0.06701129673
2021-04-12,2.870366322,0.05304589214,0.25,0.05,0.07,0.3867021198,0.05303996157,0.6882751013,0.0362915737,0.1102823201,0.05025665297,0.0530515197,0.07399118525,0.02372725397
2021-04-19,2.753102831,0.06421759886,0.22,0.06,0.10,0.4258088915,0.06421915347,0.6812779064,0.04326836865,0.1130771181,0.04048189773,0.06421643001,0.03629687594,0.06142156328
2021-04-26,2.732152595,0.09074054493,0.21,0.09,0.14,0.7385202649,0.09073913425,0.9814432889,0.01954318584,0.1800910695,0.06421643001,0.090745829,0.03489944258,0.1312277267
2021-05-03,3.060232764,0.03769465279,0.27,0.04,0.09,0.6352147397,0.0376787727,0.8697533698,0.03070197775,0.5235248207,0.09912315088,0.0376943093,0.0530515197,0.02791955406
2021-05-10,4.207843051,0.008359065263,0.24,0.01,0.08,0.5472704035,0.00836399394,0.7078182871,0.06560635246,0.0362915737,0.25827771,0.00837004358,0.03489944258,0.1298302934
2021-05-17,3.879762882,0.04187418542,0.42,0.04,0.03,0.5249324197,0.04188116965,0.7482918578,0.06001675651,0.1465738938,0.2163911006,0.04187933109,0.09632828416,0.07817620704
2021-05-24,4.643434467,0.05583224723,0.32,0.06,0.05,0.5654059903,0.05583475954,1.061023631,0.04606316662,0.06978834943,0.5123631199,0.05583910813,0.1340225935,0.1256452716
2021-05-31,5.164167432,0.05861860232,0.25,0.06,0.01,0.4341728854,0.05862955752,0.7762194376,0.03070197775,0.03070197775,1.10571187,0.05863397485,0.1005133059,0.08655352892
2021-06-07,5.906888781,0.09770643265,0.21,0.10,0.02,0.4662824622,0.0977159292,0.7706298416,0.02231758383,0.01954318584,3.888139983,0.09772571752,0.09772571752,0.2931771526
2021-06-14,6.77107944,0.05861860232,0.41,0.06,0.01,0.488620446,0.05862955752,0.7636530467,0,0.07258314741,0.7189867435,0.05863397485,0.154962259,0.08795096228
2021-06-21,8.752151621,0.09631325511,0.22,0.10,0.01,0.4006761097,0.0963287302,0.9269957283,0.03488397472,0.02093038483,0.1451875038,0.09632828416,0.1465849371,0.05444167476
2021-06-28,9.961166866,0.07678248312,0.20,0.08,0.00,0.5486576025,0.07678554436,0.968876898,0.01954318584,0.00836399394,0.04467419782,0.07677877367,0.1563596924,0.02791955406
2021-07-05,10.5126286,0.06979030904,0.22,0.07,0.03,0.3448209502,0.06978834943,1.585956051,0.05165276257,0.01395358989,0.02093966555,0.06979888516,0.2149936672,0.02931698743
2021-07-12,12.06231518,0.03488201133,0.23,0.03,0.01,0.2275618351,0.03488397472,0.8544125809,0.08235474033,0,0.06281899664,0.03489944258,0.2485029547,0.07677877367
2021-07-19,27.02293909,0.02371030461,0.22,0.02,0.00,0.1814782685,0.02372518281,0.7161822811,0.0376787727,0.01534078888,0.02233709891,0.02372725397,0.6422006915,0
2021-07-26,21.45666908,0.1242293787,0.19,0.12,0.00,0.2052238513,0.12423591,0.6477811306,0.006976794945,0.01534078888,0.00837004358,0.1242478382,0.9074655683,0.01395977703
2021-08-02,6.990281469,0.1284351977,0.17,0.13,0.01,0.3699537319,0.1284383069,1.049864839,0.006976794945,0,0.01116491031,0.1284401383,1.845645557,0.01674736546
2021-08-09,5.063648358,0.1116644945,0.14,0.11,0.00,0.4341728854,0.1116695191,1.143398772,0.01395358989,0.006976794945,0.00837004358,0.1116854946,4.593174228,0.006979888516
2021-08-16,5.254907977,0.1535649662,0.26,0.15,0.01,0.5821543782,0.1535710887,1.336056232,0.01534078888,0.00977159292,0,0.1535648256,6.688720174,0.03489944258
2021-08-23,3.645209614,0.2136030325,0.38,0.21,0.00,0.7092054861,0.2135878452,2.007582945,0.04606316662,0.0251123818,0.04187933109,0.2136035122,14.05176017,0.009767476943
2021-08-30,3.40786999,0.3266869908,0.23,0.33,0.01,3.572608611,0.3266853633,3.195657685,0.09073913425,0.0251123818,0,0.3266864401,9.800629594,0.1368174602
2021-09-06,3.100740058,0.4746529605,0.36,0.47,0.04,3.236151655,0.4746668561,5.337288933,0.05444756055,0.006976794945,0.006979888516,0.4746688106,3.451158204,0.06281899664
2021-09-13,2.727973063,0.5989086256,0.38,0.60,0.02,6.644030386,0.598923166,5.292612965,0.08794433628,0.06699355146,0.00837004358,0.5989239271,1.424020988,0.1423999153
2021-09-20,2.053648845,1.026114691,0.69,1.03,0.02,7.583612905,1.026119257,7.889367884,0.1563454867,0.0251123818,0.03070714249,1.026130951,0.5374950855,0.09493085079
2021-09-27,3.111885478,3.939774662,1.05,3.94,0.43,33.17278316,3.939787945,17.659288,0.1870678645,0.0851495383,0.006979888516,3.93979407,0.4732713772,0.3895054367
2021-10-04,3.291999677,5.939010724,1.28,5.94,0.89,3.5879698,5.939006897,31.73478821,0.2833965947,0.06421915347,0.01674736546,5.939011731,0.2973694526,0.439769368
2021-10-11,2.765667715,20.79772238,3.33,20.80,1.99,1.326284639,20.79772373,16.54938601,0.1772962715,0.07258314741,0.01395977703,20.79773144,0.2889921308,0.4984033428
2021-10-18,2.923412214,3.558648602,17.30,3.56,0.32,1.189461938,3.558655022,15.76896417,0.1577530857,0.02931477876,0.03070714249,3.558658677,0.2052261903,1.148988635
2021-10-25,2.81174772,1.805137515,2.26,1.81,0.18,1.02193726,1.805153892,9.210083327,0.09910312819,0.006976794945,0.04187933109,1.805156381,0.1158705163,1.074997449
2021-11-01,3.384133399,1.703225263,1.24,1.70,0.10,0.8223030042,1.703235566,5.476906432,0.05862955752,0.04326836865,0.00837004358,1.703238364,0.1061030394,1.066620127
2021-11-08,2.591152513,2.286808936,0.76,2.29,0.08,0.6380095377,2.286797543,3.74015369,0.01674838786,0.07119594841,0.00837004358,2.286812359,0.006979888516,0.879538736
2021-11-15,2.619068637,0.5165534323,0.68,0.52,0.02,0.5877439741,0.5165480257,2.768461594,0.0362915737,0.0376787727,0.006979888516,0.51655542,0.03210457585,0.7650583747
2021-11-22,2.552064683,0.3448245853,0.19,0.34,0.02,0.6645295185,0.3448209502,1.595727644,0,0.00836399394,0.03350200922,0.3448312389,0.03489944258,0.8223021945
2021-11-29,2.324503589,0.191259619,0.06,0.19,0.00,0.6812779064,0.1912498614,2.550671352,0.006976794945,0.08235474033,0.01954223218,0.191259135,0.04467419782,0.6673326572
2021-12-06,1.88052682,0.0656107764,0.07,0.07,0.01,0.6840727043,0.06560635246,2.149995242,0.0376787727,0.03349677573,0.01814479882,0.06561386337,0.0153499321,0.4495441232
2021-12-13,1.549660297,0.03769465279,0.04,0.04,0.00,0.4146296996,0.0376787727,0.6254431468,0,0.006976794945,0.006979888516,0.0376943093,0.0153499321,0.2987596077
2021-12-20,1.183885476,0.05443906968,0.05,0.05,0.00,0.7915806265,0.05444756055,0.3504105461,0.01534078888,0,0.01954223218,0.05444167476,0.00837004358,0.2275632892
2021-12-27,1.168534236,0.006965887719,0.03,0.01,0.00,0.2917809886,0.006976794945,0.5221376217,0,0,0.006979888516,0.006979888516,0,0.0153499321
2022-01-03,1.06940834,0.01535123935,0.08,0.02,0.01,0.1423918968,0.01534078888,0.4718720581,0,0.02790717978,0,0.0153499321,0.006979888516,0.006979888516
2022-01-10,1.091751753,0.01114542035,0.04,0.01,0.00,0.1326203039,0.01115879191,0.3839277218,0.00836399394,0,0.02931698743,0.01116491031,0.006979888516,0.006979888516
2022-01-17,1.165721595,0.02512976853,0.12,0.03,0.02,0.1018979262,0.0251123818,0.3517977451,0,0.006976794945,0.006979888516,0.02512468734,0.01674736546,0
2022-01-24,1.097324464,0.006965887719,0.03,0.01,0.01,0.127030708,0.006976794945,0.247105021,0.00836399394,0,0,0.006979888516,0.02372725397,0.05025665297
2022-01-31,0.9577175591,0.02930930116,0.04,0.03,0.00,0.1368023009,0.02931477876,0.2261542361,0,0.01395358989,0,0.02931698743,0,0
2022-02-07,1.241110901,0.01395806181,0.04,0.01,0.00,0.120053913,0.01395358989,0.2708302038,0,0,0.01116491031,0.01395977703,0.03629687594,0
2022-02-14,1.334664087,0.02791612361,0.04,0.03,0.00,0.1326203039,0.02790717978,0.2261542361,5.553691976,0,0.03489944258,0.02791955406,0.006979888516,0
2022-02-21,1.327671913,0.07817566067,0.06,0.08,0.00,0.1898626624,0.07817274336,0.2889861906,0.3867021198,0,0.01814479882,0.07817620704,0.01814479882,0.00837004358
2022-02-28,1.518957818,0.03908783033,0.09,0.04,0.00,0.2303566331,0.03908637168,0.2806017967,0.09353393223,0,0,0.03908446437,0,0.02233709891
2022-03-07,2.015954192,0.01813759444,0.10,0.02,0.04,0.2219722392,0.01813558686,0.3406389532,0.2317438321,0.04047357067,0,0.01814479882,0.01954223218,0.02093966555
2022-03-14,2.585579803,0.02791612361,0.10,0.03,0.03,0.2666482068,0.02790717978,0.4188116965,0.0977159292,0.05165276257,0.009767476943,0.02791955406,0.01395977703,0.01814479882
2022-03-21,2.965312686,0.03627518888,0.15,0.04,0.05,0.4481468753,0.0362915737,0.5319092146,0.01954318584,0.02231758383,0.02512468734,0.03629687594,0.01674736546,0.05863397485
2022-03-28,3.555862246,0.06001177986,0.21,0.06,0.05,0.3881097188,0.06001675651,0.7357458669,0.06699355146,0.02651998078,0.04467419782,0.06003140822,0.06979888516,0.05444167476
2022-04-04,5.306560692,0.06700395395,0.17,0.07,0.04,0.4634876642,0.06699355146,0.8013522194,0.1368023009,0.1046927241,0.07538861861,0.06701129673,0.04606435288,0.06840873009
2022-04-11,6.433220743,0.1214430236,0.20,0.12,0.07,0.4146296996,0.121441112,0.8530049819,0.1326203039,0.1745014736,0.08795096228,0.1214602498,0.01395977703,0.07399118525
2022-04-18,7.043327361,0.09631325511,0.27,0.10,0.08,0.7064106882,0.0963287302,1.125242785,0.3853149208,0.5235248207,0.2163911006,0.09632828416,0.08236850713,0.09632828416
2022-04-25,8.151823532,0.09631325511,0.60,0.10,0.10,0.7343382679,0.0963287302,1.165736755,0.5039816348,1.016347664,0.335063762,0.09632828416,0.090745829,0.08655352892
2022-05-02,9.102575203,0.04187418542,0.56,0.04,0.12,1.270449879,0.04188116965,1.063818429,0.4914152439,3.09096496,0.4216172909,0.04187933109,0.09213598407,0.05025665297
2022-05-09,14.97179562,0.06700395395,1.09,0.07,0.12,1.042888044,0.06699355146,1.340238229,0.4230140935,0.488620446,0.9298026672,0.06701129673,0.1786967913,0.08515609555
2022-05-16,15.53300959,0.1284351977,1.45,0.13,0.07,1.844240264,0.1284383069,1.305354254,0.5263196186,0.3573873411,1.338857614,0.1284401383,0.1382076153,0.1507772372
2022-05-23,17.494551,0.1130839584,1.46,0.11,0.11,1.746503935,0.1130771181,1.301151857,0.367158934,0.2135878452,1.802361515,0.1130829279,0.154962259,0.3197065516
2022-05-30,19.7604097,0.1270420202,1.46,0.13,0.05,1.083361615,0.127030708,1.440769356,0.5374988105,0.1940446594,2.588366833,0.1270427049,0.1493798039,0.1437973487
2022-06-06,26.05683618,0.1046986067,1.40,0.10,0.06,1.31092345,0.1046927241,1.375142604,0.4285832895,0.1410046978,11.48712059,0.104705606,0.2038287569,0.2108086454
2022-06-13,33.12949913,0.2052176808,1.39,0.21,0.09,1.088951211,0.2052238513,1.284403469,0.5696083873,0.120053913,0.7832104518,0.2052261903,0.3294740285,0.1745117695
2022-06-20,44.17684504,0.21499621,1.21,0.21,0.06,0.846028187,0.2149954442,1.153170364,0.4983920389,0.0376787727,0.312726663,0.2149936672,0.2429204996,0.2526879765
2022-06-27,62.66962089,0.1786947348,1.18,0.18,0.05,0.6296251438,0.1786834705,1.331874235,0.4732592571,0.02790717978,0.167531881,0.1786967913,0.3043493412,0.09493085079
2022-07-04,90.45762474,0.2080040359,1.21,0.21,0.07,0.9521285101,0.2080186493,2.142998047,0.4914152439,0.0376787727,0.06561386337,0.2080137787,0.4369745013,0.3518111274
2022-07-11,187.9935114,0.1898664415,1.13,0.19,0.09,1.397480587,0.1898626624,4.56804629,0.5723827853,0.01674838786,0.01116491031,0.1898689799,0.5249327418,0.2136035122
2022-07-18,190.5846639,0.1465727922,1.17,0.15,0.10,1.363983812,0.1465738938,2.526925769,0.5723827853,0.01813558686,0.03070714249,0.1465849371,0.8907109246,0.05165408634
2022-07-25,173.9640821,0.1926527966,1.32,0.19,0.17,1.770249517,0.1926574604,2.383126273,0.6114895569,0.03349677573,0,0.1926565683,1.447755521,0.1242478382
2022-08-01,154.0500812,0.2010381482,1.74,0.20,0.24,1.985244962,0.2010214543,2.910853491,0.720384678,0.02372518281,0,0.2010338902,2.797785324,0.1130829279
2022-08-08,109.5228126,0.2778206313,2.50,0.28,0.20,2.903876696,0.2778069987,3.240333652,0.727361473,0.01813558686,0.006979888516,0.2778199422,4.428429936,0.08097107376
2022-08-15,33.05689618,0.4062558291,3.59,0.41,0.32,3.649394156,0.4062657056,4.598748268,1.074997621,0.04745036562,0.01674736546,0.4062600805,8.273300433,0.1088906278
2022-08-22,7.607353976,0.8837214311,6.54,0.88,0.49,5.50622121,0.8837273597,8.05968736,1.886121433,0.05024516359,0,0.8837310361,14.67582334,0.2289607226
2022-08-29,4.221801112,0.759465766,9.31,0.76,0.78,7.106151251,0.7594710497,10.51961958,2.517154176,0.1033055251,0,0.7594759195,41.44887067,0.272237487
2022-09-05,3.308744094,0.8404277817,9.43,0.84,0.93,8.401733912,0.8404385911,12.19633516,3.06442458,0.3127113734,0.0153499321,0.8404469933,4.325121763,0.4090549472
2022-09-12,4.154797158,1.757690619,19.57,1.76,2.04,25.32807085,1.757683126,22.71597514,6.253125869,0.5416808075,0,1.757687317,3.723402969,0.8418444267
2022-09-19,5.259113796,3.769465279,100.00,3.77,10.52,203.9998522,3.769468469,35.53218425,10.64387589,0.6896623003,0.04187933109,3.7694746,2.596744155,2.144412443
2022-09-26,4.827701912,6.48348028,11.48,6.48,0.87,12.0036777,6.483482502,122.0779587,17.62856563,1.717189156,0.006979888516,6.483493983,1.985250606,3.197072794
2022-10-03,3.621473023,15.32079974,4.35,15.32,0.31,8.0052398,15.3208173,106.6272955,83.71307334,14.92850518,0.01954223218,15.3208189,1.301163305,7.286253946
2022-10-10,3.215217194,45.56876084,1.82,45.57,0.20,6.479300505,45.56877298,35.99707952,9.936057601,5.306566555,0,45.56876624,0.7189867435,1.133631424
2022-10-17,2.81174772,6.648216953,1.35,6.65,0.16,5.811955789,6.648232783,20.58831788,2.990433833,1.224366313,0.006979888516,6.648230998,0.4299946127,0.7622707863
2022-10-24,2.364984597,3.807159932,0.81,3.81,0.10,5.696083873,3.807167641,9.769920121,1.689281976,0.8865221577,0.02372725397,3.80716891,0.3015544744,0.8893134912
2022-10-31,2.025732721,3.137015247,0.42,3.14,0.03,1.528713692,3.137028127,4.9687224,0.8334617961,0.3867021198,0,3.137034107,0.1940540017,1.054050505
2022-11-07,1.981045895,2.522755382,0.30,2.52,0.02,1.267655082,2.522743772,3.191475688,0.4034709077,0.1856806655,0.006979888516,2.52275297,0.08655352892,0.6631476354
2022-11-14,1.9629083,1.080580047,0.37,1.08,0.03,1.157352361,1.080566817,2.487839397,0.244310223,1.880531837,0.01395977703,1.080579904,0.1242478382,0.7497011643
2022-11-21,1.971293652,0.5779846761,0.25,0.58,0.04,0.968876898,0.5779723812,2.102524477,0.07258314741,0.723179476,0.009767476943,0.5779842615,0.06979888516,0.7399336874
2022-11-28,1.725568677,0.2987445809,0.28,0.30,0.05,0.7873986295,0.2987577835,1.045662442,0.09910312819,0.2359258291,0.009767476943,0.2987596077,0.03350200922,0.8404469933
2022-12-05,1.431003628,0.1759083797,0.21,0.18,0.03,0.9381749202,0.1758886726,1.061023631,0.03488397472,0.2233594382,0.009767476943,0.1759019246,0.02512468734,0.9270078005
2022-12-12,1.15736253,0.1144771359,0.23,0.11,0.01,0.6910698993,0.1144643171,0.8907041546,0.02790717978,0.2066110503,0,0.1144803613,0.02372725397,0.6128837041
2022-12-19,1.06940834,0.08795418984,0.10,0.09,0.00,0.9856456858,0.08794433628,0.5430680065,0.04188116965,0.245697422,0.0153499321,0.08795096228,0.02372725397,0.3420436505
2022-12-26,0.9172365512,0.1046986067,0.04,0.10,0.01,1.578979256,0.1046927241,0.3992685107,0.06142435549,0.3099165754,0,0.104705606,0.006979888516,0.09493085079
2023-01-02,1.006583919,0.1088781394,0.20,0.11,0.00,0.5095712308,0.1088951211,0.5388860095,0.04047357067,0.3224829663,0.02372725397,0.1088906278,0,0.02093966555
2023-01-09,1.062416166,0.0614049574,0.07,0.06,0.01,0.3560001421,0.06142435549,0.5640187913,0.01534078888,0.2554690149,0.01814479882,0.06142156328,0.006979888516,0.04746178625
2023-01-16,1.126633765,0.07396984167,0.07,0.07,0.01,0.2833965947,0.07399074639,0.5416808075,0.12423591,0.241515425,0.02372725397,0.07399118525,0.0153499321,0
2023-01-23,1.155969352,0.08795418984,0.11,0.09,0.00,0.4411496804,0.08794433628,0.4146296996,0.0488579646,0.2945757866,0.00837004358,0.08795096228,0,0.02791955406
2023-01-30,1.37235874,0.1102713169,0.14,0.11,0.00,0.4565108692,0.1102823201,0.3448209502,0.2638534088,0.1814782685,0.0265221207,0.1102880612,0.01954223218,0.1493798039
2023-02-06,1.4505344,0.1200498461,0.25,0.12,0.01,0.5277068176,0.120053913,0.488620446,0.1033055251,0.1088951211,0.05583910813,0.1200628164,0.07399118525,0.04327676446
2023-02-13,1.731141387,0.1437864371,0.19,0.14,0.02,0.4313780874,0.1437790958,0.5975155671,0.07817274336,0.1061003231,0.04048189773,0.1437973487,0.09213598407,0
2023-02-20,1.692053557,0.1130839584,0.49,0.11,0.02,0.4634876642,0.1130771181,0.6491683296,0.07678554436,0.1102823201,0.0265221207,0.1130829279,0.04885921961,0.02512468734
2023-02-27,1.788393098,0.1549581438,1.18,0.15,0.04,0.7329510689,0.1549582877,0.7175898801,0.1912498614,0.1116695191,0.04606435288,0.154962259,0.02233709891,0.02233709891
2023-03-06,2.360805064,0.3727407089,0.99,0.37,0.04,1.024732058,0.3727485299,1.1043124,0.1410046978,0.1619350827,0.05583910813,0.3727580713,0.03070714249,0.02931698743
2023-03-13,2.815927253,0.1982255068,0.87,0.20,0.06,1.167123954,0.1982266564,1.023324459,0.2722378027,0.2820093957,0.1019107393,0.1982463018,0.06840873009,0.00837004358
2023-03-20,3.488858293,0.1577444989,1.17,0.16,0.14,1.799564296,0.1577530857,1.355599418,0.3169137704,0.4341728854,0.08376594049,0.1577571257,0.07817620704,0.05583910813
2023-03-27,5.080392775,0.1507786112,1.81,0.15,0.13,1.883326635,0.1507762908,1.425408167,0.8795249627,0.6463939316,0.1828890914,0.1507772372,0.07399118525,0.04606435288
2023-04-03,5.976705377,0.1186566685,2.61,0.12,0.03,1.979655366,0.118666714,1.199233531,1.757683126,1.00798367,0.3895054367,0.1186653831,0.09772571752,0.1326251601
2023-04-10,6.451384624,0.1270420202,2.82,0.13,0.08,1.502193712,0.127030708,0.9870328848,0.4327856864,1.403070183,0.3811353931,0.1270427049,0.1493798039,0.1270427049
2023-04-17,5.36520558,0.2401259785,4.33,0.24,0.07,1.894505827,0.240128226,0.9465389142,0.481643651,2.335675908,0.3197065516,0.2401256329,0.1116854946,0.141002482
2023-04-24,5.619289621,0.1759083797,5.62,0.18,0.10,3.594946595,0.1758886726,1.026119257,0.4607132662,4.069633851,0.3462286723,0.1759019246,0.1759019246,0.168922036
2023-05-01,6.497438342,0.1382137269,7.33,0.14,0.09,2.105319275,0.1382098999,0.9898276828,0.4383752824,16.65409913,0.4090549472,0.1382076153,0.1382076153,0.07119631852
2023-05-08,8.909922407,0.1521717887,14.72,0.15,0.35,3.144004922,0.1521634897,1.386321796,0.6170587529,1.717189156,0.647790425,0.1521746706,0.104705606,0.1717169028
2023-05-15,9.711262358,0.1661298505,72.33,0.17,0.14,3.25710244,0.1661170796,1.135014378,0.5347040126,0.4983920389,0.7022320998,0.1661344476,0.2289607226,0.1786967913
2023-05-22,12.36805193,0.2233552753,5.07,0.22,0.06,4.76209095,0.2233594382,1.081974416,0.367158934,0.3504105461,1.051262917,0.2233709891,0.2624627318,0.1982463018
2023-05-29,15.59165448,0.1759083797,1.81,0.18,0.06,1.914049013,0.1758886726,1.065205628,0.3462285491,0.3155061714,2.103923267,0.1759019246,0.2540854099,0.2485029547
2023-06-05,21.26122992,0.210790391,1.16,0.21,0.04,1.611088833,0.2107930473,1.468696936,0.2833965947,0.1940446594,10.76813385,0.2108086454,0.2540854099,0.2052261903
2023-06-12,21.19701232,0.2415191561,0.67,0.24,0.03,1.644606008,0.241515425,1.270449879,0.368566533,0.24849222,0.9172330453,0.2415230662,0.2610652984,0.2931771526
2023-06-19,25.62963011,0.3057367549,0.66,0.31,0.07,1.383526998,0.3057345785,1.35280462,0.3992685107,0.09492113122,0.3113292297,0.3057394962,0.3518111274,0.2038287569
2023-06-26,27.98346929,0.2540840404,0.40,0.25,0.19,1.144785971,0.2540818159,1.967088975,0.4076529046,0.08235474033,0.1088906278,0.2540854099,0.725966632,0.2512978215
2023-07-03,37.48812079,0.2959582258,0.29,0.30,0.20,1.313718248,0.2959629856,6.73478992,1.031708852,0.06560635246,0.03350200922,0.2959720193,0.8851284694,0.2024313236
2023-07-10,39.61579205,0.3922977672,0.26,0.39,0.18,0.9968044778,0.3922917158,3.391130343,0.2764197997,0.1298255059,0.04048189773,0.3923003034,1.010773741,0.1382076153
2023-07-17,87.472755,0.3280801684,0.19,0.33,0.25,1.202028329,0.3280725623,1.854011857,0.2833965947,0.06421915347,0.009767476943,0.3280838734,1.045673184,0.06003140822
2023-07-24,115.5358194,0.3252675269,0.26,0.33,0.32,1.761865123,0.3252777643,1.817720283,0.3545925431,0.07678554436,0.03489944258,0.3252890067,1.849830579,0.07399118525
2023-07-31,91.44189153,0.4425573043,0.21,0.44,0.40,2.693063249,0.4425572793,1.828879075,0.4746668561,0.1018979262,0.5402899522,0.4425642347,4.255315599,0.1270427049
2023-08-07,23.22834404,0.6561603368,0.18,0.66,0.66,5.697491472,0.6561655246,2.505995384,0.8655713728,0.08794433628,0.3322688952,0.6561677469,5.986480796,0.1745117695
2023-08-14,10.50984224,0.661733047,0.30,0.66,1.00,3.530727442,0.6617347205,3.462326291,1.312331049,0.09492113122,0.04187933109,0.661750202,10.63270654,0.2331457443
2023-08-21,8.739586737,0.9898132153,0.31,0.99,1.31,2.610708508,0.9898276828,5.081799518,1.585956051,0.121441112,0.03210457585,0.9898340755,17.09666557,0.4341869128
2023-08-28,5.108335185,1.548267119,0.58,1.55,2.49,6.074421999,1.548277278,7.942407845,2.293794738,0.1451866948,0.02093966555,1.548276105,68.43831638,0.4970059095
2023-09-04,3.190087425,1.742313094,0.87,1.74,23.33,8.429661492,1.742321938,12.08046325,5.193489437,0.2792145977,0.03210457585,1.742330106,7.015406614,0.5514548625
2023-09-11,3.372961693,1.632041777,0.72,1.63,1.03,10.82257976,1.632039617,15.09325546,5.210237825,0.1954522584,0.02931698743,1.632042045,2.715416817,0.893498513
2023-09-18,3.025350752,2.020133725,1.26,2.02,0.36,12.68777081,2.020149336,18.21633,6.987484537,0.237333428,0.00837004358,2.020157327,1.724185308,1.144803613
2023-09-25,2.141603035,2.338461651,0.77,2.34,0.17,10.52939117,2.338470706,25.42439958,9.524202299,0.35879494,0.009767476943,2.338466445,0.8851284694,1.590155436
2023-10-02,2.250507461,6.070232277,1.04,6.07,0.08,95.77399341,6.070240002,109.6707897,92.30328272,0.7343382679,0,6.070246736,0.7985676622,2.651193108
2023-10-09,2.34824018,17.0170854,1.56,17.02,0.10,23.58434131,17.01707607,89.92154365,9.073260626,0.6338275408,0.009767476943,17.01708465,0.8781413026,12.05533738
2023-10-16,2.42641584,50.33923732,0.75,50.34,0.07,6.778058289,50.33924833,22.33761662,2.089958086,0.8683661708,0.01954223218,50.33924711,0.5640244845,1.136426291
2023-10-23,1.979652717,8.295636255,0.74,8.30,0.02,4.950566413,8.295633589,18.00831135,1.860988652,1.295582661,0.0153499321,8.295637532,0.399280192,0.8921083579
2023-10-30,2.233763044,4.447969029,0.52,4.45,0.02,3.967715525,4.447971977,6.303391433,1.017755263,0.3266853633,0,4.447979446,0.312726663,0.9004856798
2023-11-06,1.876347288,3.137015247,0.35,3.14,0.03,1.971291372,3.137028127,3.025338208,0.4537160713,0.2303566331,0.01954223218,3.137034107,0.167531881,0.8181098944
